term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
fortunate,-0.020881724896089623,0.00919782547217924,0.013336932022192008,0.01336629811891888,-0.01733859196501693,0.008549135072290182,-0.0017539873698016134,0.006786892058221729,-0.009941366173362458,-0.03317297621864008
misfortune,-0.01974081512586073,0.0029530177824788188,0.018278783102929606,0.0060501241399101135,0.0025028130172630855,0.006396526629295629,-0.006866713713184375,0.02092840958399134,-0.012683286222840748,-0.005179000502498428
ancestors,-0.013582308299557675,-0.020745056241359913,0.020433545817467494,0.04237696297887655,-0.0002876141326562998,0.0013389536806617671,0.012981203121588836,-0.025505366019340135,0.06932720178601998,-0.018467584559157365
defend,-0.01434701451230012,0.0042974496614309856,0.004656006946657221,-0.0057800362017527045,-0.005268362314087921,0.005416855651073314,-0.0012338454238509692,-0.01384967093404548,0.005427429201495252,-0.011219836235370706
gymnastics,-0.013246610367841121,0.012990767732362943,-0.0017159499049524958,-0.0003613698126147083,-0.021503920421734088,-0.004388513736673101,0.020258245882713095,-0.020632722592536405,-0.028057053307117847,-0.0020956111228874305
eager,-0.010450978802873144,0.023634889639045916,0.0009488657660512797,-0.007994408452984192,-0.012875147214277441,-0.008887696217127476,0.003988067908194104,-0.012987400881892477,0.009940509569763065,-0.01598082008933754
acquisition,-0.011298700670375889,0.02408503100307607,0.015308901404278152,0.002043875068811874,0.007059126919256992,0.0076081565031384715,0.0021114761371759483,0.023532121612143703,-0.031189719659059246,-0.0340137701411845
strain,-0.014941067579124797,0.02467168175924451,-0.014221801733356621,0.004955720281736047,-0.07526086176498835,-0.009086952815758864,-0.04344662237544324,0.01668118171765892,-0.06324425615198945,0.021010234840290028
succeed,-0.010095414753301075,0.002531085565168051,0.0042090443608359595,-0.02744456619007364,-0.014216881831083394,-0.0029065697721458662,-0.011339614744098439,-0.012938952086270064,0.01607204836423394,-0.010294831387754697
win,-0.017240850666163324,-0.012835029121552939,0.0012112014152455052,-0.0007728809218734984,-0.009128142255980513,0.006775545193106702,-0.0026449842262282522,0.0016169344566490022,0.01779115774263531,0.01741219786534526
reputation,-0.04510772464375853,5.691504448107927e-05,0.01810096365553887,-0.008837897515463466,0.03016211417781287,-0.0076841279999786925,-0.011877677778152339,-0.0686014714132096,9.435067962089881e-05,-0.014894554500813582
regular,0.04010088374780589,-0.0369761050862837,0.004710626235515266,0.0051492667371564015,0.0023828400098446765,-0.00897914263314326,0.015033408483004093,-0.005079448738668987,-0.03980671018338194,0.006744088961301385
conversation,-0.012156587151458424,0.05121851045583541,-0.013366743721484895,-0.020974809801063653,-0.04620026099425759,-0.020550456237033915,-0.014735321050549663,-0.0433692070472508,0.073940638836463,-0.03978898098322112
assist,-0.007731499717121155,0.005511301146126304,-0.0073059212707778706,0.016760673696329043,0.00358697083823207,0.016662135819155405,-0.022062726789097896,-0.013565731934763894,0.034885670067085414,-0.006676003644321294
lot,-0.062273456618883914,-0.09894194322050381,-0.03283654509899789,-0.004367672434410163,-0.014866348142270313,0.012270546135897224,0.03211881790531246,0.013717821846323067,-0.038146281691480745,-0.003026562258405304
belief,-0.0030087865977071453,0.009478041982539997,-0.01732840502568116,-0.020224257668410673,-0.004820150455696059,-0.0008959927943259331,-0.02209812628844203,-0.04550001172996085,-0.031584005865847975,0.02648204581656957
fain,-0.008207935980487467,0.009198507519821396,0.011508023494113109,0.0005618534503321328,-0.0024631875441475356,0.011659827276510621,0.003184090274179286,-0.0007359832693122786,0.016912503371901564,-0.018665219708493358
friendly,-0.01866082649968939,-0.012562286736716156,-0.002227012331857207,0.0004554060592041454,-0.021181112497812207,-0.008271351700248009,0.011417356125422547,0.014043588592066038,0.017897651496610375,-0.002673271432328187
observation,0.0480656051928991,0.0037078262944024863,-0.0374444131034634,0.004569562029549201,0.018661711395418876,-0.024009534701788585,0.0268320370010322,-0.0018605660572492998,-0.03901388093916338,0.013993369498781315
vision,0.009802812920439413,0.036377940306810554,-0.017559959384224545,-0.004122606915476658,-0.008711841742751698,-0.015685237108523972,0.05085080782571191,-0.026149650874143317,-0.016569434298886663,-0.016330881544066943
temper,-0.01964055280491015,0.0066879571098157125,0.01128827619689287,-0.032932205217739416,0.018320750785476195,-0.00739054577474869,0.02640496892130695,-0.01356755116465505,-0.032759359843931926,-0.012148494207796552
pilot,-0.025214794372787844,0.04301386636388809,0.016824068100260728,0.0073425288054392674,0.009806488894406096,-0.010234164638770573,-0.004774314541708325,0.027459615408782556,-0.03618178242589511,-0.00044953046612330213
creation,0.09853047759426303,-0.04120990199476518,-0.033427407706833605,-0.019784420121387297,0.0025676600726008787,0.04489053085423684,-0.02666885066755004,-0.01314867746476091,-0.028907066190699413,0.055367320195227596
imitate,-0.01297745381826254,0.00767539304882624,-0.02883717517144409,0.009739404407225158,-0.08388380257482483,-0.004064169764226736,-0.0676360464858009,-0.034328722207423355,-0.042571223178248206,0.005403197118151872
creatures,0.005494686673689511,-0.021320350377863125,-0.026542141698730076,0.004784051588307778,-0.03024647284833631,0.0028927774413715517,-0.012344870696714529,0.001246205502117026,-0.004502644893310511,0.005456516663723484
rare,-0.0081196472458796,0.019134547510933637,-0.0027414720542786155,-0.0018722906708518343,0.003948333710319519,-0.00486714496137781,0.018271054171134265,-0.016088366597021567,-0.009032340474233057,0.0026372235039183113
wits,-0.003642852869328272,0.0056044607252906066,-0.008750876208969988,0.004221446308114524,-0.02283993204244152,0.02715582487521768,0.012437237875360274,-0.00791200379163609,-0.004334225460240643,-0.007877146309881018
train,-0.01962605659576256,-0.01361720795848896,-0.014975480354357775,0.01561503859107053,-0.030333442338661146,0.0010572726094160642,-0.013898792451187483,-0.009232932939874598,-0.013555575289740666,-0.02006663592165031
custom,-0.01938189556621486,-0.03658679811326419,-0.015246778691154692,-0.0019265360957965044,-0.07525754439895282,0.00012040567537139322,-0.008599925471896962,0.0030292316960149413,-0.010461780255912493,0.031989452923251435
poetry,-0.011765237029381101,0.02652954348441353,0.03316816261390452,-0.02489669541198554,-0.05841133278800388,0.01515005440560592,-0.039280587581825996,-0.008334060132813546,-0.057874150130197706,0.03605394755474588
description,0.01742331516827489,0.014144594670811923,0.0036102980393116504,-0.009425715620336379,-0.005399278210781766,-0.0022062876311756898,0.005014143075310404,0.015173737650474339,-0.012170036553485454,-0.0035499794973936393
freeman,-0.05301628699393333,-0.04876001880992897,-0.00605850910817912,-0.03181943005227114,0.020270622996982974,-0.014215238107391573,0.02685081358754899,0.0009292078343189028,0.011568179693609633,0.03589841955829433
lips,-0.004603759292542994,0.010262386708651402,0.005798249707986685,0.006687349022653933,-0.02459775357177169,0.008138529714700676,-0.0041071799860589375,-0.011005463783560172,0.0024991408796585777,0.005678036125143573
greatness,0.0251521706483572,0.0012871066206786262,-0.02576968677305625,-0.023124319481652337,0.00013578865268617623,0.11914661105163682,0.013998884043612568,-0.007763374447705577,0.05873458273200427,-0.13984898542189086
provide,-0.02431833712802056,-0.006715302456498723,0.0033068613999074916,-0.0008159584539312369,0.015058642260779518,-0.013167441369014883,-0.02002512857872657,-0.004547905539761241,-0.04022638358636037,-0.006209956214294613
remind,-0.0128141300956923,0.014393196337587481,-0.004525072746451066,0.0021655859248901985,0.001406240128104083,-0.007790673612539645,0.021714727376926226,-0.039581699834566934,0.010885192992038011,-0.037213573415860776
pleasant,-0.012783340539615187,0.025700227224718097,0.011940865407478927,0.02925508133682467,-0.043986366463037614,-0.04627650727684363,-0.0921379159086613,-0.04222996713207161,-0.0037780128306525817,0.009671275091124518
relative,0.0078954899771607,0.014963556874671834,-0.02865279664407901,2.1869177175180014e-05,0.0062038277269046965,0.019105193617137,-0.019524021479423868,-0.015007421141513084,-0.0057519392446913845,0.003549412183353728
region,0.03246729663004399,-0.006925244480242407,0.015622102524442563,0.03231268054693563,-0.0171792943747879,0.026107675315431938,0.013231176499963686,-0.014583762267207175,0.0017115537606198121,0.012598609780774192
impose,-0.01758815111204295,-0.013632256375840736,-0.013626463895860459,0.0029303899154510065,-0.009077571719017082,0.003784278180899041,0.018189445278705228,-0.015321073771889944,-0.007712425021011169,0.001758062386568195
anybody,-0.007793316806282694,0.03185584425119533,0.009032878313390702,-0.011340535584935524,-0.014172518134502462,-0.0007202676346601317,0.014176554296264665,0.005329980191895697,0.016915425124089167,0.01722909884862313
horse,-0.022860667210409705,0.009859615383764037,0.005134634495405268,-0.060297857065191265,-0.00473615323973597,-0.028762219389663612,-0.0165629921477514,0.06061909469626963,-0.032715469217340365,-0.01530803394261597
nobler,-0.009394606029965889,0.01761865086025708,0.019264767471291546,0.013704226769656765,-0.021061242441852042,-0.01744490917600174,0.0012889308476383662,0.00881674992964764,0.023416770553113187,0.03724000280531057
united,-0.0018250725176418244,-0.009059540702637009,-0.007779909894388387,0.019180114101076343,-0.020923937013688356,0.010159119210158725,0.0171254277739054,-0.017596755949523035,0.006924774971881784,-0.012931865555461568
dishonourable,-0.030711708904081866,0.022924628246256462,0.016403697493134552,-0.026707733483188,0.00304198547541451,-0.029072775051627014,0.02421433341859612,-0.007986384056908087,0.019110858029749867,0.017797743235288866
secret,-0.01099941061237864,0.000324781203708423,-0.0038497948186587577,-0.007886203228071443,-0.010501768511233165,-0.0017734390354597902,0.013394096393534272,-0.012131088137044131,0.011855250711400523,-0.0006024326386893907
secondly,0.0018133182736989784,-0.021724277524114755,0.011889581012395758,0.013296732124741278,-0.01389474152135288,0.006574927101103714,-0.0013936650895411994,-0.01790676261137349,-0.011076027691636767,0.021488711497242418
agreement,-0.030133831447742964,0.02021901487553156,0.019984965312584386,-0.036995830756119896,-0.015657291493099336,-0.00394327898330791,0.014987270768560672,0.00010692175443877187,0.009834069253520837,0.006518290823810996
perplexity,-0.0007421594764805776,0.021530680111405638,-0.011053249199307658,-0.02529867999668735,-0.003201926759320615,-0.0016286575223757112,-0.0018742547870727857,0.012379585498887366,0.003887881989981289,-0.02337801931690896
doctrine,0.04053414295307496,-0.01376656650649045,-0.046630804135482685,-0.03053729900604762,0.0011020821394980332,0.03739348763298551,-0.0375386213023191,-0.002252272827897149,0.002363538158673221,0.021251509028129785
artist,-0.010318341257109677,0.009981154772477279,0.006183655883862392,0.003971542922498051,-0.008659213972638255,0.02082751673216628,-0.0315448384470766,0.010781263663620509,-0.019274403497276313,0.011216212347998173
advice,-0.03180538336645807,0.035555845894044195,0.03434991047486143,-0.0001931732308112077,0.025274816855812073,-0.021374042421055693,0.01781814309597042,-0.03703075509315785,0.031584120970735284,-0.05957729931651758
punishment,-0.05887941076457288,-0.029078081929284467,0.02214413985100818,-0.07149465510462008,0.043046193248900404,-0.008851035858062645,-0.012991692949341107,-0.06885672210949635,-0.028600645275868735,0.0437083276298144
amount,-0.03266471975115697,-0.03876008499274565,-0.021783527562389465,-0.009046451875479908,0.012724156884068374,-0.014472723731991563,0.031104695307369215,0.0007333619674837313,-0.016423063414960845,0.006558390353464769
exercise,-0.008548032574077066,-0.021355849821893154,-0.04347576492363833,0.007598414440234736,-0.04230803982789033,-0.031207965050103065,-0.01403670104751254,0.009165484110416488,-0.030171802339287297,-0.006498605965653329
brother,-0.04708616976276178,0.02748977888162972,0.039668867827998784,-0.09234613420901455,-0.003565843059671782,-0.019531795127138707,0.01344362830366094,-0.04571981906214552,-0.0052942460500041135,-0.029405896651003738
forget,-0.0011008601986725168,0.0026404740213868587,-0.013086575742995309,0.0068896756647487,-0.01214428979125471,0.0032832498524743028,-0.00020558240391601538,-0.02257425372961806,0.008991712437050357,-0.0016276927077717497
heavy,-0.0016418267908927628,-0.0212357513762686,-0.024338152817270482,-0.01722452779510591,-0.02264715108266631,-0.01670363237331927,0.005423210981855779,-0.0016339938055556392,-0.0013230889707715123,0.0007526460027204838
understood,0.018055863176815172,0.0018233109373087654,-0.019522505121730618,-0.021532302709436325,-0.01022983094367381,0.024291121542171917,-0.01081306094220625,0.0009510294698014995,0.006670608675181451,0.01526444139696405
cease,-0.006894246969850272,0.006422106339974463,0.003446585147696979,-0.000940973701838499,0.00010067416536528359,0.006976996356254543,0.01058796599140318,-0.04455013627663241,-0.0172890445258957,-0.015233346812870868
assign,-0.0025741562769039834,-0.01205099678624698,-0.036070282689410295,-0.005185363651464007,-0.01945958206114984,0.007398949599801865,-0.003282831996352082,-0.006427780895046068,0.007318430992116208,-0.006004959290436852
unity,0.030387170704055354,0.025374197325572726,-0.0796879420198207,-0.016581297672150108,-0.014145392319604074,0.05765919694205215,0.020806603184447235,-0.017498997200476513,-0.007643353199236525,-0.041575096270841466
illustration,-0.0033774943643067406,0.018350143605089724,-0.017709285892461405,0.007458644197171686,0.0007004422168027955,0.009878239965231449,-0.0012301809633484817,-0.005341607846808303,0.002442247617581497,0.005956358832151853
complete,-0.013988669438868128,-0.017708822132574607,-0.01666611995628283,0.014068199338723325,-0.008780952385345056,0.002457326363366551,0.0011356899744071416,-0.018374967032699436,0.002764822559295106,-0.004429090122698107
disorder,-0.0007847644562841823,-0.012504559560238765,0.007051917936986241,0.030949607487651895,0.01480798842165343,0.016920991302241076,0.011265033936846346,-0.03513568362850089,-0.018980446390251267,0.004224609094763688
charge,-0.04558234791876533,-0.02830444187690051,-0.0019513480999800781,-0.0673419716843056,0.05628296628097155,-0.02671166663933175,0.04981842808280131,-0.05837523705190647,0.019574227257340388,0.011782677620138562
poverty,-0.03348083497366357,-0.009119106144616126,-0.006913812980204289,0.03253466817531939,-0.0018007436609970243,-0.0010001252338183338,-0.02847815569361214,-0.0350224566435229,0.007931313886120629,-0.0026475956578904817
instruction,-0.009051624933192308,-0.0021378659680212735,-0.0194533136598231,-0.02231936680578492,-0.006668602600428359,0.017863857634482613,-0.03711785165096933,0.024025860528604212,-0.019406242708389927,-0.0326678089055524
objection,-0.0111885031191073,0.017341884877254812,-0.015268114772099372,-0.027373636673102653,-0.012304001335866328,-0.010601049000180022,0.001319582831289144,-0.028113179823721603,-0.005623591722998309,-0.0371916778687154
imply,0.012476453079504218,0.010194323119840719,-0.03514448399080598,-0.012574159495144798,-0.015682112532778746,0.02342069408032774,-0.03289902815969543,-0.006979652740224094,0.005051669933223657,-0.03068492345155331
companion,-0.020704134371715217,0.03084305764466697,0.004375180341410643,-0.0040201617476127195,-0.01608239025892619,-0.02453574782339951,-0.033971692008929626,-0.05054367593735863,0.061148411606621295,-0.020630799485601873
meeting,-0.00837290408416997,-0.016546790546610058,-0.014557790642900461,-0.007363309123222416,-0.03257135398552617,-0.003942315165686555,-0.004792222977250035,-0.0047743095998214295,0.013360470299516019,-0.007828268390848247
aid,-0.017573505581933234,0.004700084536402708,0.011685767420648063,0.012404589975359597,0.00260864958864121,-0.004142020038347535,0.01385972108735731,0.0032353644047589687,0.009703935875668436,-0.03443228664198929
essence,0.07854387334859565,0.008697824597119147,-0.07823892298409872,-0.03236671592699809,-0.007543696432896636,0.0927782933689707,-0.009402679613055962,-0.041126370198156896,-0.0012865603368138751,0.006415325305621092
distinct,0.011971433731473842,0.014541451175195959,-0.02042507235952729,0.0017354612507089594,-0.0023270369453385316,0.011750966537104895,-0.02513998357170515,-0.012941372073131431,0.03051823932659948,-0.020960175208029303
exception,-0.015454531332239637,-0.009975903344920555,-0.016491752235167172,9.817736370735902e-05,-0.015204473861064332,-0.012555349592562411,-0.00392716047799337,-0.010019531762371742,0.020106679616121486,0.0026712107305298604
heavens,0.07965632659704869,-0.0016506142234872193,-0.04476618588869117,-0.03478449246765736,0.049136959424010536,0.05711938407017099,-0.004192890174055881,0.0400163769183392,-0.023604225406541935,0.09669632033094927
blood,0.08884129024516214,-0.08445071155245545,0.09021842165845909,0.024755785384109455,-0.03625461543119454,-0.1027196738360251,0.014576757550342014,-0.05470198007655363,0.01957019111991673,-0.0334276785013846
decide,-0.022880528194687288,-0.017670180681328404,-0.022480435187878612,-0.02473498017771768,0.010491789253298833,-0.018476684445745604,0.010133015175431132,0.0028879966767826762,-0.002700166490104561,0.017169182723771242
delight,-0.0062089994349046945,0.018314077526168444,0.005451834856401757,-0.01884252312178481,-0.04272137867231722,0.010755089272679205,-0.008530618505267384,-0.013271904359950354,-0.015811193600184424,0.011399882142280177
injury,-0.05309883583708224,-0.03371897740865408,0.022792900651787247,-0.06483267237766581,0.04874183910041975,-0.01025600691799902,0.050872621976018495,-0.03654069907255404,-0.0505670448426569,0.018602166950975246
proverb,-0.011347292481500917,0.016071891944611158,-0.00287261385644854,0.007508588403093349,-0.03081023536891028,0.004927949471435689,0.008105172956045363,-0.00947937646024215,0.01744659148802435,0.01048734350876861
separate,0.014720925559337107,-0.014177242689257866,-0.024188776218493874,-0.017590154728495414,-0.007937802422151646,-0.003416819997438987,0.009521550590902518,-0.010526358789928822,0.01083010977617647,-0.028853568603992727
wood,-0.009247541658799818,-0.00045071984823692014,-0.008002626732927086,-0.0027368905910216406,-0.009579928530360882,-0.0039905184483085025,0.014500941392618571,0.010680228265710303,0.011593417244896629,-0.02434043890621142
reasonable,-0.011982104999407543,-0.007378569285427011,-0.014736929029025745,-0.0170211096712269,-0.007966943700630818,0.00590233806658734,0.00022005058306915663,-0.012588607986762146,-0.0024970174996534903,-0.008168271500092182
undoubtedly,0.0003414794284153033,0.02594023043160482,-0.025906537202236367,-0.019083606351058862,-0.026231502028785617,0.025992034671463684,-0.012551931934819282,-0.01634092998180432,-0.03371558070232015,-0.00959513082094603
endure,-0.02218316210559494,-0.0064625338531107065,-0.025275866554994537,-0.00959934506381019,-0.029500320203250455,-0.01415537663742849,0.013161967985342504,-0.01920958303202783,-0.015212397915311001,-0.005057596738575462
frame,0.044550285545276014,-0.028597092947149193,0.044561511860973936,0.012658206085048801,-0.009476020598933902,-0.057360361733550205,-0.007042860898817397,-0.016093201777404878,-0.008208792769250094,-0.030226338179630736
weak,0.006421196397214859,0.026543007912392814,-0.005461180881594488,0.005373847074694737,-0.020796303743351497,-0.007842236865769962,0.014884666231186734,-0.01122055632926547,-0.023634752797996733,0.008516845630125358
style,-0.02171840156755179,0.03377756592590404,-0.0022738980417243916,-0.006919007594227253,-0.06917480980593933,-0.037433580539454114,-0.09672142463726403,-0.025742879761860297,-0.060464271970821874,0.03485747211521134
divide,0.008778570694160954,0.0111176590467007,-0.09589418067328506,0.010839623446280516,-0.0007670059205926189,0.02394183852786744,0.02316992785257561,-0.008464203172336433,0.018508087274124042,0.006972881404035339
passion,-0.030157135479676543,-0.00451834750305009,0.007917813583085275,0.0023607723783206753,0.015819153460056082,0.013826300478670391,-0.00583178374453783,-0.03413741676732307,0.04496187115395068,0.16611537088886066
