book_id,chap_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,doc
1497,1,-0.17043683027531753,0.16812858005639947,0.16720734459075987,-0.07104774268507427,0.20202881050152682,-0.020890520048648727,-0.19581073653353692,0.0007130242083861552,-0.3184553038212149,-0.0015763812617047915,THE REPUBLIC
1497,2,-0.11106198923447458,0.1786220550681789,0.14503230917647852,-0.14984476153878337,0.04658241325228977,0.09230150675911453,-0.22053818644475603,-0.11178362090517367,-0.3135513799499803,0.09741380185319289,THE REPUBLIC
1497,3,-0.1070927225168139,0.15186390021816648,-0.009434115923408749,0.027711477547681607,-0.30788912564841814,-0.14134378831172284,-0.27424945785084,-0.04490910491244887,-0.17749798547819454,0.13702273226467654,THE REPUBLIC
1497,4,-0.09102769877794484,0.1426179944598195,-0.1703402685077129,0.12231829050560974,-0.0015983233097666884,-0.15443424673871384,-0.13994355351444268,-0.11445225673631743,-0.0008882393101971101,0.2275608425363598,THE REPUBLIC
1497,5,-0.07759071026397718,0.07349628398773946,-0.04598243344394402,-0.12302861274011556,-0.16509673621762122,0.14569367049852622,0.1598730604211503,-0.10487895529777974,-0.024409560161029017,-0.148993676953927,THE REPUBLIC
1497,6,0.1364793759676544,0.20658515224501298,-0.21161279674440378,-0.05673831786810575,-0.04651446499936657,0.08564364980494563,0.29866637287833503,-0.10511385877589988,-0.2120466007660318,-0.0520821124153069,THE REPUBLIC
1497,7,0.1598226447070923,0.19590225130724778,-0.38250778233083993,0.02121403508603464,-0.005072024208365104,-0.038886530764925674,0.2841101128351579,-0.014200989841009181,-0.251990056738306,-0.016830239707945262,THE REPUBLIC
1497,8,-0.13458113362305651,-0.019453981095564093,0.1714851513060758,0.55451583603495,0.07202961367116885,0.2985478171805148,0.03982180730443849,-0.1727180447607289,-0.0015100601843422183,-0.001482953319528668,THE REPUBLIC
1497,9,-0.06181812612284715,0.12081589250358539,0.21719255044784289,0.4494179163940788,0.08685795116162738,0.37111138876974226,0.0669630620141622,-0.08045369092439901,-0.08978099277227672,0.1537983070512428,THE REPUBLIC
1497,10,0.013403172237894069,0.021540755229243386,0.0940883026980884,-0.050471673907056896,-0.10903718067822629,0.16211652542164856,-0.19914746103535796,-0.0717551572532524,-0.21401608694709323,0.05434299935853776,THE REPUBLIC
1571,1,0.034509699755801836,-0.1354631034539943,0.03435657771202112,0.03863055111446409,-0.035415805501768566,0.014159862202974296,0.08610109379858649,0.2746227626187837,0.09385003425001048,-0.056934209842505065,CRITIAS
1572,1,0.6330263373501952,-0.3259077769898767,0.18596481729577394,0.028121434386492124,-0.13321080316752087,-0.14924498745982914,0.008775788933950923,-0.169545027015299,-0.02489089220392448,-0.009290762735323223,TIMAEUS
1572,2,0.39488220995383055,0.08129390821645646,-0.2886688171428465,0.04772083041761017,0.19350496761691557,-0.06739557344542156,0.21044001703055507,0.028414133401758798,-0.1587662498334096,0.12565363528439388,TIMAEUS
1572,3,0.5271712866878293,-0.17751309526729633,0.04792518937050751,0.04423071878855306,0.07213844899855844,0.02183796140110828,0.10307548073308287,0.032607909220173315,-0.14636864545635417,-0.0076113114813403295,TIMAEUS
1572,4,0.3923291693745211,-0.12227973267832783,-0.07330735738697483,-0.1121661183513003,0.1821772697644549,0.18951532233654841,-0.06293106028209282,0.2296951214446928,0.010108776217928722,0.2082834806292619,TIMAEUS
1572,5,0.2696963391249935,-0.10570269517502241,0.23321133651700865,0.18405062837280275,0.08945565953257009,-0.058163857056678425,-0.022164950413778185,0.05966561572341715,0.058036947111969536,0.2768139996156733,TIMAEUS
1572,6,0.497092964388583,-0.2804679299963244,0.2757997451642432,0.07878515512033926,0.01811973915134275,-0.30461457746906884,-0.01939032433121359,-0.06918448222387875,0.03147856294739476,-0.09553201512904466,TIMAEUS
1572,7,0.38531311679348423,-0.1711499599365554,0.2170079035971904,0.04007952692169513,-0.035643795210088376,-0.1882559275753506,-0.10926635072596473,-0.009499273582501565,0.045645007727474395,-0.14767678265116863,TIMAEUS
1572,8,0.6411256781102284,-0.31332882784307714,0.10945054645283556,0.021170618095357245,-0.11609300770724024,-0.1235044032880272,0.026194983223532843,-0.15493096873664458,-0.03393327913786161,0.025224934457558756,TIMAEUS
