term_str,vector,x,y,index,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,df,idf,dfidf
one,"[-0.15471971 -0.72293764  0.05935138  0.5572472   0.41131738 -0.29813284
 -0.3631502  -0.10682401 -0.8607357  -0.05892638 -0.6454668  -0.5258153
 -0.09012496 -0.17840813  0.20683943  0.35096213  0.49365997  0.20791154
 -0.41508836  0.80334795  0.1251315  -0.21290055 -0.5900269   0.09393772
 -0.17295572  0.46740898 -0.2121465  -0.3640684  -0.25008214 -0.18609086
 -0.55633426  0.32143962 -0.4978649   0.1380542  -0.73239684  0.22138564
 -0.25870475 -0.16390052  0.02430679 -0.21643676 -0.29189608  0.08378059
  0.5138497   0.2001419   0.05199532  0.29914707  0.65811896 -0.19456093
 -0.37423676  0.19720657  0.24925196 -0.45122087  0.28560868 -0.45117933
 -0.6359126  -0.16165245  0.17137586 -0.04713675 -0.04931673  0.12173116
  0.13766672 -0.06261188 -0.08799801  0.21276897 -0.02648515  0.289736
 -0.3446172   0.47413403  0.07772563 -0.26295108 -0.08480357  0.09529883
 -0.8355691  -0.42751044  0.7047017   0.3148537  -0.5291847   0.1082092
  0.5570148   0.5414485  -0.21239053  0.24172482  0.24758309  0.3263009
  0.13718374 -0.08912621  0.35897994 -0.44654647  0.47145003 -0.13002586
  0.27719855 -0.7077109   0.5466483   0.01574214  0.02792023  0.92837167
 -0.05710515 -0.04796171 -0.17537361 -0.21078071 -0.34587994 -0.0210793
  0.3664278   0.48930952 -0.3805894  -0.25411144 -0.3412388   0.43836835
  0.2113779  -0.52884287 -0.25998127 -0.6254395   0.4692944   0.00366433
 -0.62494606 -0.5708014   0.30841702 -0.18754712  0.19325727 -0.21865495
 -0.25829256 -0.10177761  0.17881775  0.5413746  -0.0425712   0.2673683
  0.02761386  0.3472146  -0.01011189 -0.00570013 -0.4968237   0.21692988
 -0.6299913   0.73544997 -0.2215665   0.24199468  0.43947884 -0.6260937
  0.1274934  -0.23264767 -0.8537075  -0.2160368   0.40319085 -0.15275878
 -0.08653069 -0.5610421  -0.27997282  0.10789979 -0.19795366  0.32291725
 -0.1447921  -0.08109449 -0.09265953 -0.43677482  0.00796456  0.0754791
  0.02458741 -0.4869805  -0.1764155  -0.52607256  0.17746316 -0.28688097
  0.6249986   0.272695   -0.49608213 -0.34520215  0.15482727  0.03951077
  0.19287206  0.11050001  0.03232948  0.07372908 -0.0349949   0.16935791
  0.00303108  0.32938048 -0.04216338 -0.20963241  0.16750535  0.42090082
 -0.05520447  0.11928783  0.14821382 -0.43418595 -0.23020041 -0.11289868
 -0.08265465  0.16592063 -0.4361375   0.03568239  0.7388547   0.7489786
  0.26001322  0.5474719  -0.01884783  0.30346367 -0.07590053 -0.21142565
 -0.41833645 -0.05785757 -0.31261805 -0.19430926 -0.19526526 -0.22241409
  0.10358796  0.0805141   0.01962262  0.66985184 -0.38734508 -0.03396812
  0.54192364  0.14136508  0.00501346 -0.12806481 -0.36798745  0.3202751
  0.26352397 -0.43976974  0.314003   -0.16218352 -0.11760266  0.313808
  0.0212015   0.10983745 -0.01421742 -0.06479373 -0.45095986 -0.32664734
  0.28875548  0.09606961 -0.11552003  0.71916115 -0.589736   -0.67910194
  0.71574366  0.4606214  -0.34632647 -0.39292946 -0.15921329 -0.21328779
  0.15273663  0.02163648 -0.48058027  0.02819655  0.5906335  -0.38322425
 -0.5023625   0.00605778 -0.16186522  0.0060914  -0.2939338   0.28155223
  0.081108    0.17005302  0.6244662  -0.48227492]",6.430964,-8.602384,54,4191,0.0056727048284991,7.461747487379744,3,"{'NNP', 'IN', 'VBP', 'POS', 'CD', 'RP', 'JJ', 'VB', 'NNS', 'JJR', 'NN', 'RB', 'VBN'}",CD,0,one,one,on,13,0.0992081887491104,257.842082558938,0.0653766727301753,1.470975136428946,2599,2.941950272857892,7646.128759157662
said,"[-0.14320326 -0.04739218 -0.09611931  0.38878793 -0.27319118  0.13891876
  0.34580365 -0.24258308  0.07660049  0.26619357  0.16771998  0.06439662
  0.37812197 -0.04838757  0.3805056   0.00863273  0.40060356  0.21066676
 -0.1777634  -0.24917066  0.16922168 -0.20350693  0.13225849  0.27774668
  0.1030973  -0.08936641  0.6857474   0.27129826  0.03628878 -0.3483927
  0.23445995  0.5767544   0.4470874   0.02311286  0.5240003   0.17758389
  0.31750935  0.10581681  0.51447344 -0.4662751  -0.18020408  0.5095506
 -0.32127136 -0.4428265  -0.07637822 -0.1503182   0.3330994   0.41770995
  0.45887426  0.39381224 -0.03279519  0.36137593  0.32803032  0.20990385
 -0.2670956  -0.2744354   0.01463998  0.16285111  0.22875333  0.5568238
  0.358738   -0.20612435  0.01162444 -0.08022824  0.45612445 -0.4319486
  0.18074837 -0.05582475 -0.22430284 -0.22353761  0.0658017  -0.20471843
  0.22693846  0.24399301 -0.30955693  0.02712621 -0.16524576  0.01809593
 -0.19298206  0.75108516  0.2884681  -0.17821342 -0.1613826  -0.18775503
 -0.434445    0.75243145  0.39598185 -0.5041518   0.03588416 -0.4309764
  0.20307617 -0.23836291  0.40273878 -0.77731675  0.11066668 -0.12030698
  0.09798369  0.17334628 -0.07518792 -0.71333927 -0.39030033  0.17549193
  0.06514189 -0.02764812 -0.32509005  0.11529876 -0.12462427  0.03394702
 -0.18962431  0.06473708  0.26206648  0.01055339 -0.29810017 -0.32405567
 -0.5522598   0.42965513 -0.3806934  -0.24039644 -0.09798241  0.11556585
 -0.5340023  -0.15950824 -0.29271048 -0.25665376  0.19264999  0.17927179
  0.07249358 -0.01064356  0.18109362 -0.42130095 -0.04398739 -0.23420623
 -0.22263102 -0.58903706  0.5109722   0.11681423 -0.0629563  -0.10853041
  0.415868    0.2257096   0.04161947  0.3711999   0.03069052 -0.16079277
 -0.2999183  -0.5008961   0.17646894  0.14489095  0.45546874  0.13268833
 -0.6317883   0.16217905 -0.31023327 -0.40794727  0.03796389 -0.03565476
  0.05276648 -0.4194481   0.47436482  0.0432552  -0.01247902  0.1394007
 -0.3352189  -0.2233155   0.16772011 -0.37207478 -0.08324622  0.04992978
  0.13209648 -0.2548091  -0.0324218   0.02280467  0.2912914   0.06611431
  0.11533098  0.22757322 -0.06051032  0.4686047   0.15525505  0.01973715
  0.07529483 -0.22712453  0.06935045 -0.37868857  0.19402862 -0.19108096
 -0.00867889  0.46001562 -0.14996018 -0.2934735  -0.42755324 -0.29408774
  0.3961016  -0.3098931   0.13181357 -0.07342126  0.31819046  0.09316321
  0.43173364  0.5507419   0.12508021  0.03238494  0.00737225 -0.06546985
 -0.08559383 -0.37805972 -0.19268031 -0.32598275 -0.11901584 -0.4741912
  0.33470273 -0.4431951   0.29625872  0.15809816  0.08949981 -0.0013587
 -0.15087879 -0.2687525  -0.03687558  0.00951915  0.01374476 -0.3286857
 -0.00999441  0.00659367  0.5839814   0.2678037   0.18967164 -0.21465984
 -0.50003767 -0.09167543 -0.3734072  -0.07954127  0.04157159 -0.10864185
 -0.62208396  0.48150948  0.21568072  0.23092642 -0.13511904  0.20219941
 -0.1467814   0.22004147 -0.3506777   0.14132799 -0.39518708  0.22567703
  0.02770906 -0.03778348 -0.44873574 -0.21099323  0.21623762  0.20817117
  0.21708    -0.7186702   0.4050858   0.44615605]",-14.894878,-43.62441,19,2764,0.0037411968852234,8.062284393122106,4,"{'NNP', 'VBP', 'MD', 'VB', 'JJ', 'VBD', 'NNS', 'NN', 'VBZ', 'RB', 'VBN'}",VBD,0,said,said,said,11,0.2335948573356542,586.0894970551526,0.130121497213953,0.9975981453069732,2509,2.99279443592092,7508.921239725589
would,"[ 6.21758227e-04 -1.45952702e-01  9.57489014e-02  4.12708968e-02
  1.43485457e-01  5.10122061e-01 -4.33606327e-01 -8.05528089e-02
  3.44117999e-01  4.89015132e-01  1.01577647e-01 -3.49646360e-02
  4.99719590e-01  3.57963234e-01 -1.05810529e-02 -1.44375727e-01
  2.95179397e-01 -7.52406180e-01 -3.49548906e-01  4.59880292e-01
  3.68993461e-01  1.42780423e-01 -2.37221584e-01 -3.16496670e-01
 -1.15835676e-02  8.04537714e-01  1.07784975e+00  4.67217714e-01
  3.65536183e-01 -2.66146958e-01  1.68621033e-01  2.90823430e-02
 -4.75434631e-01  6.82236105e-02  3.58627945e-01  3.30721922e-02
 -2.66410530e-01 -3.61690074e-01  3.99012975e-02 -2.93873131e-01
 -5.71787775e-01  1.76086664e-01 -5.59448302e-01  2.31599331e-01
  4.06251311e-01  1.72363415e-01 -4.55025956e-02  2.50375450e-01
 -5.02989665e-02 -2.27611437e-01  3.58229987e-02  8.01537812e-01
 -3.99514139e-01  3.20833057e-01 -4.03457880e-01  1.62727851e-03
 -4.69677374e-02  3.06615904e-02 -4.30763885e-02 -8.64889845e-03
 -4.09227908e-02 -5.35455942e-01  5.40631711e-01  2.31316928e-02
  4.17267501e-01 -3.78310472e-01  4.17108536e-01  5.58956742e-01
 -2.34249189e-01  4.28386539e-01 -1.83281749e-02 -3.78714204e-01
 -1.94634646e-01  3.26470494e-01 -4.82965082e-01 -1.48323864e-01
 -2.69782960e-01 -2.67203152e-01  8.77110928e-04 -1.72224268e-02
 -7.09189653e-01 -2.10897565e-01 -5.34800231e-01 -2.87833512e-01
  8.70058313e-02  7.90971294e-02  8.90935436e-02  9.94815901e-02
 -1.55132756e-01 -3.53054762e-01  2.94021964e-01 -3.96671683e-01
 -2.36390978e-01 -4.12311494e-01  1.81997329e-01  1.86070710e-01
  2.89999723e-01 -5.32655753e-02 -4.55992430e-01 -5.36017835e-01
 -3.25270355e-01 -4.99406643e-02 -3.55920851e-01 -1.03313781e-01
 -3.03979106e-02  1.15839273e-01 -7.45938420e-02 -1.53763890e-01
  1.52825594e-01 -3.30306202e-01  3.77998620e-01  3.68897587e-01
 -1.32682592e-01 -1.92548573e-01 -1.26678154e-01  6.91775203e-01
 -2.48881802e-01 -9.65439379e-02 -5.56260288e-01 -1.88132420e-01
  5.35449147e-01 -2.07148612e-01  3.01999692e-02  9.31375939e-03
 -2.36641198e-01 -6.02690652e-02  1.08821161e-01  2.76524667e-02
 -6.71483874e-02  3.08790505e-01 -8.93144786e-01  5.26729047e-01
  1.84657872e-01 -1.29505977e-01 -2.17368864e-02  2.21444711e-01
 -6.21387124e-01 -1.99396499e-02 -4.02146131e-01  3.74968559e-01
  1.28363669e-01  1.52177826e-01  9.09659863e-02  2.15132788e-01
  8.19007978e-02 -2.57641971e-01 -1.34466410e-01  8.13292325e-01
  4.65666980e-01 -1.39816493e-01 -4.07176971e-01  4.09806482e-02
 -2.84338355e-01 -6.12238705e-01 -4.47301686e-01 -5.82442582e-01
 -3.27617288e-01 -2.40884081e-01  2.39752382e-02  3.06606025e-01
  4.31744963e-01  2.14453727e-01 -1.82481274e-01  6.16721034e-01
  3.89031321e-01 -1.91018686e-01 -3.94473612e-01  5.48893809e-01
  2.23793700e-01 -2.71099657e-01  1.76024828e-02 -7.96978921e-03
  2.87514567e-01  1.40460014e-01  2.35320300e-01  1.09484345e-01
 -4.12186712e-01  1.17556602e-01 -6.73952922e-02  7.19805479e-01
  3.21451388e-02 -2.55012572e-01 -2.10831612e-01 -6.70601189e-01
 -2.95301914e-01  6.15319610e-01  1.88063700e-02  1.15165360e-01
 -5.91195524e-01 -7.97765329e-02 -3.98079127e-01  1.06772007e-02
  3.05477291e-01  2.41703391e-01  3.21059912e-01 -5.09977579e-01
  3.07223588e-01  3.97522822e-02  3.42317134e-01 -5.74622095e-01
 -3.34092379e-02 -2.87155628e-01  5.82291558e-02  4.93896663e-01
  2.92536095e-02 -6.35179579e-01  1.17379790e-02 -4.65333819e-01
  4.94796515e-01 -6.71366751e-02  5.40693700e-01 -1.59442589e-01
  4.58827257e-01 -6.54782131e-02 -2.29554430e-01  5.56658864e-01
  8.26785192e-02 -8.54660630e-01  9.87817347e-02  2.45127338e-03
  3.25187087e-01 -3.49747777e-01 -4.94356900e-02  2.54324302e-02
  4.41133887e-01  4.41734731e-01  3.46738607e-01 -1.13580756e-01
 -3.04633468e-01 -1.25815734e-01  1.68543026e-01  5.59726581e-02
  4.09672439e-01 -2.96406657e-01 -6.48134649e-01  3.54531616e-01
  1.84916973e-03  1.74238011e-02 -2.76924491e-01 -7.09206099e-03
  2.53315270e-01 -7.34369606e-02  3.37028988e-02  3.82819891e-01
  9.31045189e-02 -1.40245110e-01 -2.66184539e-01  5.14296740e-02
 -2.24016055e-01 -6.76434487e-02  2.98041999e-01  1.59955248e-01
  2.93561161e-01  1.11921906e-01  8.21857274e-01  5.91971539e-03]",-28.464035,-48.18382,53,2717,0.0036775802956411,8.087027443288388,5,"{'NNP', 'VBP', 'IN', 'MD', 'JJ', 'VB', 'VBD', 'NN', 'VBZ'}",MD,0,would,would,would,9,0.1406228403629515,263.8084485208978,0.0853061769703679,1.706123539407358,1876,3.412247078814716,6401.375519856407
may,"[ 0.04489402 -0.42798612  0.30867845  0.43196854 -0.1642059   0.51761377
 -0.22959663 -0.01653824  0.39141172  0.4900807  -0.0944863   0.2273605
 -0.04379662  0.2011672  -0.19028358 -0.00293661  0.18941283 -0.53095627
 -0.10268763  0.607182    0.49501818  0.31472465  0.0288181  -0.49292228
  0.11918977  0.7017542   0.13788763  0.258229    0.36066183  0.00772203
  0.41354156 -0.09088943 -0.2694307  -0.02254027  0.06715203 -0.01347863
  0.28701913 -0.13293463 -0.43287644 -0.3462592  -0.44817156  0.36778212
 -0.5167844   0.25772634  0.5326422   0.40859306  0.09396287  0.1801768
 -0.04729948 -0.3159508  -0.11781692  0.49115986 -0.71878976  0.28267968
 -0.46815994 -0.00222704 -0.21058924 -0.08344346  0.34394455 -0.35849828
 -0.13771024  0.03184121  0.88190055  0.34174195  0.24914806 -0.24417278
  0.2840922   0.15351054  0.13235568  0.35095668 -0.04399149 -0.19992302
 -0.36297005  0.425184   -0.54038966 -0.20329626 -0.32098073 -0.4062214
 -0.03814072 -0.3700624  -0.1437163  -0.24103355 -0.64312494 -0.22356021
  0.30122992  0.23836309  0.26728562  0.61674786 -0.61172724 -0.5806473
  0.32469523 -0.27786073 -0.3260574  -0.13163942  0.56930256  0.21498643
  0.21322899 -0.50946945 -0.41002178 -0.15370607 -0.47335023 -0.1965287
 -0.1961093   0.27497682  0.3240471   0.67670304 -0.06782531 -0.31422463
  0.40759665 -0.4415214   0.01482808  0.2812693   0.16933373  0.04513467
 -0.28220126  0.26900336 -0.15129612 -0.11333503 -0.62249494  0.08848763
  0.472861    0.0324054   0.18373619  0.02326822 -0.10406048 -0.21975046
  0.62767506  0.15555054 -0.07523668  0.46106875 -0.44351962  0.22017936
  0.14964354 -0.38142082 -0.2913811   0.24120854 -0.45795354  0.03018405
 -0.4219837   0.69561386  0.03414388 -0.24485974 -0.24430722  0.45492333
  0.21499574  0.03858232 -0.34943506  0.8210492   0.2782572  -0.05232663
 -0.17355819 -0.0531242   0.1157405  -0.44671464 -0.576506   -0.44486874
 -0.04838494  0.01424333  0.12725891  0.6979827   0.17708899  0.117525
  0.00426219  0.46280763  0.43123826  0.10921999 -0.13040215  0.43929282
  0.26522982 -0.55089587 -0.16627349 -0.3790632   0.05300702  0.015452
 -0.08423756 -0.21126819 -0.2924883  -0.14951582 -0.2081958   0.37078607
  0.1467392  -0.04666662  0.10105567 -0.47422877 -0.5406688   0.5661499
 -0.24472843  0.1179376  -0.47707966 -0.41216537 -0.39237484  0.17181697
  0.5488055  -0.3255472  -0.01801941  0.06680624  0.10490215  0.11692517
  0.14001879 -0.57434094 -0.18813793 -0.06131072 -0.27584222 -0.11412158
 -0.08088712 -0.3213534   0.16498753 -0.49834982  0.18210758 -0.12842396
  0.30085087  0.21133119  0.36685395 -0.30846682 -0.1383972   0.39447302
  0.28708178 -0.7369853   0.21322696  0.36872047 -0.23535569 -0.39543536
 -0.1456669   0.03333255  0.6740447   0.41188356  0.5528804  -0.10754236
 -0.5329163   0.31662548  0.36672208 -0.16153188  0.01440694 -0.22748627
 -0.43517226  0.06116054  0.08164307 -0.01259897  0.39491     0.09639054
  0.02995131 -0.17882793  0.03553718  0.16735184  0.24918489  0.1420356
  0.270088    0.04800108  0.24745332 -0.3385426   0.7766254  -0.30913293
 -0.31085294  0.08803701  0.77181727  0.02618744]",-27.99161,-50.032257,83,2416,0.0032701634134225,8.256421554185284,3,"{'NNP', 'VBP', 'MD', 'PRP', 'VB', 'JJ', 'VBD', 'NNS', 'NN', 'VBZ'}",MD,0,may,may,may,10,0.106897951831623,183.11619148757055,0.0610927888835533,1.771690877623047,1713,3.543381755246094,6069.812946736559
say,"[ 0.2430537  -0.1098549  -0.15065987 -0.08537746  0.00331149  0.08147333
  0.08108157 -0.3929577  -0.14209878  0.76763636  0.05673837 -0.25082856
  0.01313037 -0.0576438   0.04566677 -0.18269855  0.37146583  0.36341017
 -0.90015125  0.37947136 -0.5343145  -0.23782218  0.17996211 -0.11557163
  0.04408877 -0.13633001  1.2311966   0.5017818  -0.2858891   0.0158735
 -0.13523854 -0.06906327  0.25458336  0.38460103  0.01342804 -0.13709307
  0.10646234  0.6768896   0.22526594 -0.6770655  -0.06148065 -0.02104876
 -0.40935305 -0.23730989 -0.29766163 -0.05520907  0.49917477  0.5550533
  0.14692521  0.51278377 -0.13247891  0.3771391   0.58467597 -0.14743412
 -0.44610137  0.44887573  0.37329772  0.427127    0.2106328   0.7144325
  0.10480203 -0.0773652  -0.18960457  0.32906255  0.5911259  -0.10939728
 -0.19995545  0.38870737 -0.46164656 -0.6064354   0.02836361 -0.4382362
  0.00889739 -0.47342584 -0.03853851  0.09700891  0.08766446 -0.12017427
 -0.27725533  0.6651366   0.6176159   0.30584803  0.1735464   0.2131727
 -0.6112606   0.26838186  0.17297609 -0.7568789   0.21283002 -0.2962746
  0.357182   -0.16894343  1.0797827  -0.27028862  0.00271686  0.11905415
  0.1225488  -0.0073776   0.20601359 -1.19461    -0.3321122   0.22447066
  0.24029334  0.6706927  -0.11289129  0.35521683  0.03481539  0.35891813
 -0.16070484  0.07227291  0.1248495  -0.11752854 -0.15166526 -0.05505419
 -0.3804706   0.22633338 -0.10191164  0.13538025  0.48985472 -0.03386176
 -0.7047981   0.3118613   0.26525038  0.06225695  0.12014246  0.08183926
  0.2207887  -0.31890425  0.11253421 -0.27612254  0.18444532  0.09696908
 -0.57206446 -0.17003223  0.4397208  -0.40862012 -0.29439285  0.08272687
  0.1752654  -0.01662022 -0.5217695   0.854359   -0.14031917  0.09369398
 -0.50322556  0.16340302  0.6621305   0.00975543  0.3556627   0.580789
 -0.47293693 -0.18298903 -0.6849785  -0.11511854 -0.17653742  0.07289512
  0.0816283  -0.66870695  0.6477878  -0.05603084 -0.28551957 -0.2581945
  0.08575844 -0.59915656  0.25680354  0.02532409 -0.01142324  0.03051604
  0.01115846  0.1306142  -0.03560046  0.07127327  0.09165339 -0.03707597
  0.02782897 -0.06890264  0.1914274  -0.27665913  0.01549542  0.10573364
  0.1949279  -0.07209188  0.03402439  0.23351145 -0.11804158 -0.63858986
 -0.14286824  0.44417074 -0.07106639 -0.4792154  -0.08284337 -0.17349228
  0.2173962   0.07058949 -0.12121123 -0.23565286  0.13646415 -0.0923369
  0.37459648  0.8108438   0.2469524   0.01614131  0.24061325 -0.2564418
 -0.30104816 -0.15947413 -0.05423106 -0.13083784 -0.01319996 -0.25797182
  0.01727658 -0.25641933  0.05701527  0.0288636  -0.40990534  0.20315327
 -0.2482579   0.37338415 -0.2002934  -0.24288753 -0.04229432 -0.20394595
  0.6197405  -0.14828384  0.47482762  0.04546344  0.428089    0.01352108
 -0.65266603  0.07070141 -0.6743135   0.01521506 -0.25947973  0.59454274
 -0.09437278 -0.27823594  0.00449004  0.0599173   0.0016236  -0.34708753
  0.19626611  0.15025476 -0.2716295   0.15319288 -0.27997792  0.12441736
 -0.06816355 -0.00166541  0.19027954  0.09445945 -0.06043028  0.24304543
  0.29986504 -0.2983042  -0.28178552  0.2552762 ]",-5.902792,-49.62477,55,2357,0.0031903042903298,8.292090250260197,3,"{'NNP', 'VBP', 'IN', 'VB', 'JJ', 'VBD', 'NN', 'CC', 'VBZ', 'RB'}",VB,0,say,say,say,10,0.1322074863741318,257.6723909431833,0.0762993821834591,1.1190576053574008,1949,3.3571728160722025,6543.129818524722
good,"[-9.06976536e-02 -5.56976616e-01  9.88034233e-02 -1.29385263e-01
 -7.51868114e-02  1.25766769e-01 -1.13021664e-01 -7.43144035e-01
 -5.79577722e-02 -1.35119721e-01 -3.39621119e-02 -1.40650824e-01
 -4.49075222e-01  3.59380506e-02  4.85612676e-02  3.56494665e-01
 -6.75943941e-02  3.48984972e-02 -3.42630178e-01  3.94017935e-01
  1.97494522e-01 -7.32754648e-01 -4.06961530e-01 -1.82034895e-01
 -4.18800563e-01 -1.14693508e-01  2.51406372e-01  4.83232230e-01
  3.22346762e-02 -1.52342245e-01 -2.06481948e-01 -8.53528529e-02
  2.76066929e-01  3.73012424e-01 -1.39113173e-01  2.96881407e-01
  1.38862766e-02 -2.82838553e-01  1.41921528e-02 -2.64915794e-01
 -1.70642883e-01  1.90939531e-02  3.69215943e-02 -2.13654533e-01
 -3.16955060e-01 -6.10441007e-02  1.25062615e-01  1.64336637e-01
 -2.93567069e-02  3.30555916e-01  1.02997877e-01  7.36199081e-01
  6.88889444e-01 -5.30618608e-01 -4.95193750e-01  6.87780738e-01
  2.61722416e-01 -8.42703506e-02  1.05717599e-01  1.86154813e-01
 -2.40552947e-01 -1.09291919e-01  2.00633973e-01  2.66045809e-01
 -1.38850316e-01  2.86576539e-01  2.31166556e-01  6.09826386e-01
 -9.90640558e-03 -2.14877516e-01 -1.79589856e-02  2.26787344e-01
  4.96557876e-02  3.29025090e-01  9.15440023e-02  9.21555012e-02
  3.81541923e-02 -6.24816753e-02  1.34045169e-01  1.70524523e-01
  5.94276674e-02  1.87344670e-01 -2.13059410e-01  8.42326600e-03
 -1.25154749e-01  1.88922033e-01  4.94572580e-01 -4.90215644e-02
  1.36279777e-01 -3.90136987e-01  1.57812119e-01 -1.68087080e-01
  4.29216355e-01  5.22547495e-03  1.78943634e-01  6.28113270e-01
  2.60277718e-01 -1.21093333e-01 -2.68450212e-02 -2.15342700e-01
 -1.70812726e-01 -4.20282781e-01  2.73223728e-01  1.33083850e-01
  2.19693989e-01  5.50662994e-01  1.74047247e-01 -3.30890566e-01
 -5.32004721e-02  2.26856768e-01  1.68908164e-01  3.81122738e-01
 -2.58982956e-01  5.03145270e-02  1.77747101e-01 -2.30268359e-01
  5.11814177e-01  6.36530444e-02  1.02351010e-01 -2.81971395e-01
  4.14011270e-01  9.79544148e-02  1.65525660e-01  7.02244118e-02
 -3.25582296e-01 -3.23150098e-01  4.43537235e-01 -3.89320821e-01
  1.46130115e-01 -1.38221025e-01 -1.07289590e-01  3.77631038e-01
 -4.00977731e-01 -7.51293451e-02  9.17080510e-03 -2.61361152e-01
 -3.58162284e-01  4.33506250e-01  3.69993031e-01  6.42012209e-02
 -3.37931752e-01  5.45070529e-01  3.29372942e-01  1.57011911e-01
 -5.30841351e-02 -3.02770555e-01 -2.01278552e-01 -3.29557806e-02
  5.90629689e-02  5.11791231e-03 -3.56200099e-01  6.14466131e-01
 -3.60892534e-01  6.16001263e-02  2.72668172e-02 -4.76187438e-01
 -4.76174921e-01 -1.81314558e-01  2.71589011e-01 -1.22992583e-01
 -8.02380219e-02 -2.69914456e-02 -1.25141546e-01  1.61203757e-01
 -1.33652702e-01  2.34726667e-02  1.53293967e-01 -4.73027796e-01
 -5.63731909e-01  2.13011235e-01 -3.08181167e-01 -2.33714506e-01
 -2.59421438e-01  9.69585478e-02 -7.46678531e-01  2.41443306e-01
  1.25159562e-01 -3.93271521e-02 -1.91998452e-01 -2.38312647e-01
  3.11665908e-02  3.11267525e-01  2.20120400e-02  8.82391334e-02
  7.64449909e-02 -2.94914991e-01 -6.47882164e-01 -2.65229702e-01
  2.65381280e-02  3.11406195e-01  2.76107997e-01 -2.97900319e-01
  2.01584533e-01 -2.30816260e-01 -2.55736202e-01  1.13510646e-01
  1.31630003e-01  8.05312023e-02  3.38285834e-01  3.17829363e-02
 -2.77646393e-01  1.26017794e-01  1.09246440e-01  2.37756491e-01
 -4.82146107e-02 -9.24879611e-02 -2.57482886e-01 -5.54113805e-01
 -7.25665828e-03  9.69667628e-04  4.25835013e-01  5.82418859e-01
 -2.00758785e-01  3.81442253e-03  6.02871217e-02  3.29025865e-01
  4.97517101e-02  2.24614441e-01  3.82759869e-02 -2.68344522e-01
  2.90748924e-01 -2.11005062e-01  3.96531075e-01  2.22501293e-01
 -1.76980440e-02 -2.84500271e-01  4.28059816e-01 -2.13413656e-01
 -9.27171052e-01  5.67322969e-01 -5.24016619e-01  4.83381003e-01
 -1.46600619e-01  2.12986603e-01  5.07101342e-02 -2.91276984e-02
 -3.12285367e-02  4.82923649e-02  5.09944372e-03 -3.51622075e-01
 -5.35362260e-03  2.88424611e-01  1.51814863e-01 -1.10348932e-01
 -3.65814090e-01 -7.88651349e-04  1.66801035e-01  1.24165937e-02
 -1.78729177e-01  1.87897980e-01  1.82967588e-01  2.09883004e-01
 -8.67130011e-02  2.07246318e-01 -3.43046367e-01 -1.90188903e-02]",-6.1645226,-6.0834866,43,2266,0.0030671317445428,8.348894147689848,4,"{'NNP', 'VBP', 'POS', 'IN', 'JJ', 'VB', 'VBD', 'NNS', 'NN', 'VBZ', 'RB', 'VBN'}",JJ,0,good,good,good,12,0.2041656287062611,325.23584652907334,0.0960042273632837,3.648160639804783,1593,3.648160639804783,5811.519899209019
