term_str,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,df,idf,dfidf
successor,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,successor,successor,success,1,0.00045957708257102475,0.0009191541651420495,0.00045957708257102475,0.0004976042772029401,2,4.807354922057604,9.614709844115207
phoenicians,2,2.7070889183961583e-06,18.494826293510364,11,"{'NNP', 'NNPS'}",NNP,0,phoenician,phoenician,pho,2,0.00045917124949144045,0.0009183424989828809,0.00045917124949144045,0.0004976042772029401,2,4.807354922057604,9.614709844115207
operates,2,2.7070889183961583e-06,18.494826293510364,8,{'VBZ'},VBZ,0,oper,oper,op,1,0.00045917124949144045,0.0009183424989828809,0.00045917124949144045,0.0004976042772029401,2,4.807354922057604,9.614709844115207
otherness,3,4.060633377594237e-06,17.909863792789206,9,{'NN'},NN,0,other,other,oth,1,0.0009182072713277544,0.0009182072713277544,0.0009182072713277544,0.0009182072713277544,1,5.807354922057604,5.807354922057604
metropolis,2,2.7070889183961583e-06,18.494826293510364,10,{'NN'},NN,0,metropoli,metropoli,metropol,1,0.0004585851548371905,0.000917170309674381,0.0004585851548371905,0.0007081094302633089,2,4.807354922057604,9.614709844115207
insisted,4,5.4141778367923166e-06,17.494826293510364,8,"{'VBN', 'VBD'}",VBD,0,insist,insist,insist,2,0.0002291778922506029,0.0009167115690024116,0.00023630458416220248,0.00035204391327393474,4,3.807354922057604,15.229419688230417
afflicted,4,5.4141778367923166e-06,17.494826293510364,9,{'VBN'},VBN,0,afflict,afflict,afflict,1,0.00030539879316850735,0.000916196379505522,0.0002356969170971251,0.0004985703650178826,3,4.222392421336448,12.667177264009343
misunderstanding,3,4.060633377594237e-06,17.909863792789206,16,{'VBG'},VBG,0,misunderstand,misunderstand,misunderstand,1,0.00030526106652762865,0.0009157831995828859,0.00034219891574166847,0.00045573582529265493,3,4.222392421336448,12.667177264009343
string,4,5.4141778367923166e-06,17.494826293510364,6,"{'VBG', 'NN'}",NN,0,string,string,string,2,0.00022894100351788686,0.0009157640140715474,0.00022233888182683452,0.0003500372273657814,4,3.807354922057604,15.229419688230417
tablets,4,5.4141778367923166e-06,17.494826293510364,7,{'NNS'},NNS,0,tablet,tablet,tablet,1,0.00022886512501712146,0.0009154605000684859,0.0002075502802592959,0.00039409532367846024,4,3.807354922057604,15.229419688230417
adorning,2,2.7070889183961583e-06,18.494826293510364,8,"{'VBG', 'NN'}",NN,0,adorn,adorn,adorn,2,0.00045762132554265025,0.0009152426510853005,0.00045762132554265025,0.0007081094302633089,2,4.807354922057604,9.614709844115207
barrier,2,2.7070889183961583e-06,18.494826293510364,7,{'NN'},NN,0,barrier,barrier,barry,1,0.00045762132554265025,0.0009152426510853005,0.00045762132554265025,0.0007081094302633089,2,4.807354922057604,9.614709844115207
chasm,5,6.767722295990396e-06,17.172898198623002,5,{'NN'},NN,0,chasm,chasm,chasm,1,0.00045751347422837423,0.0009150269484567485,0.00045751347422837423,0.0006989466301334114,2,4.807354922057604,9.614709844115207
deceivers,2,2.7070889183961583e-06,18.494826293510364,9,{'NNS'},NNS,0,deceiv,deceiv,deceiv,1,0.00045728227638562125,0.0009145645527712425,0.00045728227638562125,0.0004673687460682096,2,4.807354922057604,9.614709844115207
nought,5,6.767722295990396e-06,17.172898198623002,6,"{'VB', 'JJ'}",VB,0,nought,nought,nought,2,0.00018288480269271567,0.0009144240134635784,0.00018369488917309166,0.0002502819781107455,5,3.4854268271702415,17.427134135851208
overflow,3,4.060633377594237e-06,17.909863792789206,8,"{'VB', 'NN'}",VB,0,overflow,overflow,overflow,2,0.0003047880027038994,0.0009143640081116981,0.0002815491379166799,0.0004985703650178826,3,4.222392421336448,12.667177264009343
humbled,4,5.4141778367923166e-06,17.494826293510364,7,"{'VBN', 'JJ'}",JJ,0,humbl,humbl,humbl,2,0.00022855256018294374,0.0009142102407317749,0.000242698248764612,0.000336755255798479,4,3.807354922057604,15.229419688230417
exalted,2,2.7070889183961583e-06,18.494826293510364,7,{'VBN'},VBN,0,exalt,exalt,exalt,1,0.00045709307976514436,0.0009141861595302887,0.00045709307976514436,0.0004976042772029401,2,4.807354922057604,9.614709844115207
weights,2,2.7070889183961583e-06,18.494826293510364,7,{'NN'},NN,0,weight,weight,weight,1,0.00045709307976514436,0.0009141861595302887,0.00045709307976514436,0.0004976042772029401,2,4.807354922057604,9.614709844115207
visibly,3,4.060633377594237e-06,17.909863792789206,7,{'RB'},RB,0,visibl,visibl,vis,1,0.0003046632013567862,0.0009139896040703587,0.0001899497242942304,0.0006219461513236777,3,4.222392421336448,12.667177264009343
advised,5,6.767722295990396e-06,17.172898198623002,7,"{'NN', 'VBN', 'VBD', 'JJ'}",VBD,0,advis,advis,adv,4,0.00018275046001942516,0.0009137523000971258,0.00015017565716619595,0.0003056319560829745,5,3.4854268271702415,17.427134135851208
executing,3,4.060633377594237e-06,17.909863792789206,9,"{'VBG', 'NN'}",VBG,0,execut,execut,execut,2,0.00030449209623086286,0.0009134762886925886,0.00036513251654587064,0.0003695424839258225,3,4.222392421336448,12.667177264009343
bequeath,2,2.7070889183961583e-06,18.494826293510364,8,"{'VB', 'NN'}",NN,0,bequeath,bequeath,bequea,2,0.0004567327148150342,0.0009134654296300684,0.0004567327148150342,0.0004976042772029401,2,4.807354922057604,9.614709844115207
phratries,2,2.7070889183961583e-06,18.494826293510364,9,{'NNS'},NNS,0,phratri,phratri,phratries,1,0.0004566607914057594,0.0009133215828115188,0.0004566607914057594,0.0004976042772029401,2,4.807354922057604,9.614709844115207
confessing,2,2.7070889183961583e-06,18.494826293510364,10,{'VBG'},VBG,0,confess,confess,confess,1,0.0004565762724018152,0.0009131525448036304,0.0004565762724018152,0.0007076924660764911,2,4.807354922057604,9.614709844115207
victorious,2,2.7070889183961583e-06,18.494826293510364,10,{'JJ'},JJ,0,victori,victori,vict,1,0.00045642427484549823,0.0009128485496909965,0.00045642427484549823,0.0005676413888366518,2,4.807354922057604,9.614709844115207
upset,2,2.7070889183961583e-06,18.494826293510364,5,"{'VB', 'JJ'}",JJ,0,upset,upset,upset,2,0.00045641378326433503,0.0009128275665286701,0.00045641378326433503,0.0005232210407115372,2,4.807354922057604,9.614709844115207
curriers,4,5.4141778367923166e-06,17.494826293510364,8,"{'NNS', 'NN'}",NN,0,currier,currier,curry,2,0.000304216313957602,0.0009126489418728062,0.000357602576441791,0.00036525885997720135,3,4.222392421336448,12.667177264009343
dodona,3,4.060633377594237e-06,17.909863792789206,6,{'NNP'},NNP,0,dodona,dodona,dodon,1,0.0004559353594234617,0.0009118707188469233,0.0004559353594234617,0.0004976042772029401,2,4.807354922057604,9.614709844115207
console,2,2.7070889183961583e-06,18.494826293510364,7,"{'VB', 'VBP'}",VB,0,consol,consol,consol,2,0.00045584076048540425,0.0009116815209708085,0.00045584076048540425,0.0007081094302633089,2,4.807354922057604,9.614709844115207
complexion,5,6.767722295990396e-06,17.172898198623002,10,{'NN'},NN,0,complexion,complexion,complect,1,0.0001823351325683108,0.0009116756628415538,0.00015017565716619595,0.0003082811628489511,5,3.4854268271702415,17.427134135851208
ordinarily,3,4.060633377594237e-06,17.909863792789206,10,{'RB'},RB,0,ordinarili,ordinarili,ordin,1,0.00030374088392878953,0.0009112226517863684,0.0003881945776718257,0.00042093434566209224,3,4.222392421336448,12.667177264009343
marvels,5,6.767722295990396e-06,17.172898198623002,7,"{'NNS', 'NN'}",NNS,0,marvel,marvel,marvel,2,0.00018217296255718172,0.0009108648127859086,0.00015666247874731397,0.00030150751100088593,5,3.4854268271702415,17.427134135851208
gratitude,5,6.767722295990396e-06,17.172898198623002,9,"{'VB', 'NN'}",NN,0,gratitud,gratitud,gratitud,2,0.00018211133430140727,0.0009105566715070365,0.00015017565716619595,0.00030203005434750795,5,3.4854268271702415,17.427134135851208
sinners,2,2.7070889183961583e-06,18.494826293510364,7,{'NNS'},NNS,0,sinner,sinner,sin,1,0.00045525043036723505,0.0009105008607344701,0.00045525043036723505,0.0004976042772029401,2,4.807354922057604,9.614709844115207
repay,2,2.7070889183961583e-06,18.494826293510364,5,{'VB'},VB,0,repay,repay,repay,1,0.00045525043036723505,0.0009105008607344701,0.00045525043036723505,0.0004976042772029401,2,4.807354922057604,9.614709844115207
passers,3,4.060633377594237e-06,17.909863792789206,7,{'NNS'},NNS,0,passer,passer,pass,1,0.0003034920034457466,0.0009104760103372398,0.0003626550220163573,0.0003658918909303681,3,4.222392421336448,12.667177264009343
preferable,3,4.060633377594237e-06,17.909863792789206,10,{'JJ'},JJ,0,prefer,prefer,pref,1,0.00030348661027261684,0.0009104598308178505,0.0003071500997553246,0.00033532341338440657,3,4.222392421336448,12.667177264009343
collectively,4,5.4141778367923166e-06,17.494826293510364,12,"{'VB', 'NN', 'RB', 'JJ'}",JJ,0,collect,collect,collect,4,0.0003034024409174596,0.0009102073227523788,0.000357602576441791,0.0003626550220163573,3,4.222392421336448,12.667177264009343
preliminary,5,6.767722295990396e-06,17.172898198623002,11,{'JJ'},JJ,0,preliminari,preliminari,prelimin,1,0.00018199991396466216,0.0009099995698233108,0.00015017565716619595,0.0002941784965538692,5,3.4854268271702415,17.427134135851208
telamon,3,4.060633377594237e-06,17.909863792789206,7,{'NNP'},NNP,0,telamon,telamon,telamon,1,0.0003031144395886808,0.0009093433187660424,0.0003626550220163573,0.0003702553859467246,3,4.222392421336448,12.667177264009343
instituting,3,4.060633377594237e-06,17.909863792789206,11,{'VBG'},VBG,0,institut,institut,institut,1,0.00030304200344332684,0.0009091260103299805,0.00030773212020526546,0.00042093434566209224,3,4.222392421336448,12.667177264009343
liberal,6,8.121266755188474e-06,16.909863792789206,7,{'JJ'},JJ,0,liber,liber,lib,1,0.00022709597047309584,0.0009083838818923834,0.00021948609843232942,0.00036314706915629074,4,3.807354922057604,15.229419688230417
onward,4,5.4141778367923166e-06,17.494826293510364,6,"{'IN', 'NN', 'JJ'}",JJ,0,onward,onward,onward,3,0.000302652317986374,0.0009079569539591219,0.0003155749193823952,0.0003881945776718257,3,4.222392421336448,12.667177264009343
precautions,3,4.060633377594237e-06,17.909863792789206,11,"{'NNS', 'NN'}",NNS,0,precaut,precaut,precaut,2,0.0003025862136830156,0.0009077586410490468,0.0003032020983294878,0.00042093434566209224,3,4.222392421336448,12.667177264009343
shuttles,4,5.4141778367923166e-06,17.494826293510364,8,{'NNS'},NNS,0,shuttl,shuttl,shuttl,1,0.0004538697292145028,0.0009077394584290055,0.0004538697292145028,0.0006026268078795257,2,4.807354922057604,9.614709844115207
dress,4,5.4141778367923166e-06,17.494826293510364,5,{'NN'},NN,0,dress,dress,dress,1,0.00022680546928774553,0.0009072218771509821,0.00020638861157045623,0.00033321852984925646,4,3.807354922057604,15.229419688230417
ruinous,3,4.060633377594237e-06,17.909863792789206,7,"{'NN', 'JJ'}",JJ,0,ruinou,ruinous,ruin,2,0.00030223839007148474,0.0009067151702144542,0.0003626550220163573,0.00036525885997720135,3,4.222392421336448,12.667177264009343
coarser,4,5.4141778367923166e-06,17.494826293510364,7,"{'NNS', 'NN'}",NN,0,coarser,coarser,coars,2,0.0003020604778056378,0.0009061814334169135,0.00018978750545381372,0.0006143001995106492,3,4.222392421336448,12.667177264009343
sharing,4,5.4141778367923166e-06,17.494826293510364,7,{'VBG'},VBG,0,share,share,shar,1,0.00022644303488832666,0.0009057721395533066,0.00021707739620433506,0.00037955885974056466,4,3.807354922057604,15.229419688230417
opposes,3,4.060633377594237e-06,17.909863792789206,7,{'VBZ'},VBZ,0,oppos,oppos,oppos,1,0.0003018170558220582,0.0009054511674661745,0.00034219891574166847,0.0003734647462706923,3,4.222392421336448,12.667177264009343
onset,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,onset,onset,onset,1,0.0004526133463975535,0.000905226692795107,0.0004526133463975535,0.0007304900352617541,2,4.807354922057604,9.614709844115207
grieving,2,2.7070889183961583e-06,18.494826293510364,8,"{'VBG', 'JJ'}",JJ,0,griev,griev,griev,2,0.0004526133463975535,0.000905226692795107,0.0004526133463975535,0.0007304900352617541,2,4.807354922057604,9.614709844115207
retorted,1,1.3535444591980791e-06,19.494826293510364,8,{'VBD'},VBD,0,retort,retort,retort,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
pentelicus,1,1.3535444591980791e-06,19.494826293510364,10,{'NNP'},NNP,0,pentelicu,pentelicus,pentelic,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
polytions,1,1.3535444591980791e-06,19.494826293510364,9,{'NNP'},NNP,0,polyt,polyt,polyt,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
solving,1,1.3535444591980791e-06,19.494826293510364,7,{'VBG'},VBG,0,solv,solv,solv,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
ownership,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,ownership,ownership,own,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
italians,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,italian,italian,it,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
wherewithal,1,1.3535444591980791e-06,19.494826293510364,11,{'VBN'},VBN,0,wherewith,wherewith,wherewith,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
ambassadors,1,1.3535444591980791e-06,19.494826293510364,11,{'NNS'},NNS,0,ambassador,ambassador,ambassad,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
carthaginian,1,1.3535444591980791e-06,19.494826293510364,12,{'JJ'},JJ,0,carthaginian,carthaginian,carthagin,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
betwixt,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,betwixt,betwixt,betwixt,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
steirian,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,steirian,steirian,steir,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
coinage,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,coinag,coinag,coin,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
approached,1,1.3535444591980791e-06,19.494826293510364,10,{'VBP'},VBP,0,approach,approach,approach,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
buyers,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,buyer,buyer,buy,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
ethiopia,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,ethiopia,ethiopia,ethiop,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
gluttons,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,glutton,glutton,glutton,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
infinitum,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,infinitum,infinitum,infinit,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
glanced,1,1.3535444591980791e-06,19.494826293510364,7,{'VBD'},VBD,0,glanc,glanc,glant,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
countermove,1,1.3535444591980791e-06,19.494826293510364,11,{'NN'},NN,0,countermov,countermov,countermov,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
deliverer,1,1.3535444591980791e-06,19.494826293510364,9,{'NNP'},NNP,0,deliver,deliver,del,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
cottage,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,cottag,cottag,cot,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
askance,1,1.3535444591980791e-06,19.494826293510364,7,{'RB'},RB,0,askanc,askanc,ask,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
jeer,1,1.3535444591980791e-06,19.494826293510364,4,{'VB'},VB,0,jeer,jeer,jeer,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
stripling,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,stripl,stripl,stripling,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
phaeax,1,1.3535444591980791e-06,19.494826293510364,6,{'NNP'},NNP,0,phaeax,phaeax,phaeax,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
equitation,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,equit,equit,equit,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
gambling,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,gambl,gambl,gambl,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
nomad,1,1.3535444591980791e-06,19.494826293510364,5,{'NNP'},NNP,0,nomad,nomad,nomad,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
tied,1,1.3535444591980791e-06,19.494826293510364,4,{'VBN'},VBN,0,tie,tie,tied,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
drunkards,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,drunkard,drunkard,drunkard,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
nestors,1,1.3535444591980791e-06,19.494826293510364,7,{'NNP'},NNP,0,nestor,nestor,nest,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
greediness,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,greedi,greedi,greedy,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
persias,1,1.3535444591980791e-06,19.494826293510364,7,{'NNP'},NNP,0,persia,persia,persia,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
gamblers,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,gambler,gambler,gambl,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
purchasers,1,1.3535444591980791e-06,19.494826293510364,10,{'NNS'},NNS,0,purchas,purchas,purchas,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
marble,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,marbl,marbl,marbl,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
restate,1,1.3535444591980791e-06,19.494826293510364,7,{'VBP'},VBP,0,restat,restat,rest,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
pebbles,1,1.3535444591980791e-06,19.494826293510364,7,{'NNS'},NNS,0,pebbl,pebbl,pebbl,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
irritate,1,1.3535444591980791e-06,19.494826293510364,8,{'VB'},VB,0,irrit,irrit,irrit,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
ejected,1,1.3535444591980791e-06,19.494826293510364,7,{'VBN'},VBN,0,eject,eject,eject,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
dissension,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,dissens,dissens,dissend,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
raving,1,1.3535444591980791e-06,19.494826293510364,6,{'VB'},VB,0,rave,rave,rav,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
wealthiest,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,wealthiest,wealthiest,wealthiest,1,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,0.0009049953127719501,1,5.807354922057604,5.807354922057604
applications,3,4.060633377594237e-06,17.909863792789206,12,"{'NNS', 'NN'}",NNS,0,applic,applic,apply,2,0.0003015582317136743,0.0009046746951410229,0.0003658918909303681,0.00042093434566209224,3,4.222392421336448,12.667177264009343
hungering,3,4.060633377594237e-06,17.909863792789206,9,"{'VBG', 'VB'}",VBG,0,hunger,hunger,hung,2,0.0003015582317136743,0.0009046746951410229,0.0003658918909303681,0.00042093434566209224,3,4.222392421336448,12.667177264009343
narrower,3,4.060633377594237e-06,17.909863792789206,8,"{'JJR', 'NN', 'VBN'}",JJR,0,narrow,narrow,narrow,3,0.0003014413905199881,0.0009043241715599643,0.0003626550220163573,0.0003881945776718257,3,4.222392421336448,12.667177264009343
artificers,5,6.767722295990396e-06,17.172898198623002,10,"{'NNS', 'NN'}",NN,0,artific,artific,art,2,0.00022605292814674774,0.000904211712586991,0.00013267758041728147,0.0005467980643483562,4,3.807354922057604,15.229419688230417
torpedos,2,2.7070889183961583e-06,18.494826293510364,8,{'NN'},NN,0,torpedo,torpedo,torpedo,1,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,1,5.807354922057604,5.807354922057604
unexplained,2,2.7070889183961583e-06,18.494826293510364,11,"{'VBN', 'JJ'}",JJ,0,unexplain,unexplain,unexplain,2,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,1,5.807354922057604,5.807354922057604
cleophantus,2,2.7070889183961583e-06,18.494826293510364,11,{'NNP'},NNP,0,cleophantu,cleophantus,cleophant,1,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,1,5.807354922057604,5.807354922057604
larisa,2,2.7070889183961583e-06,18.494826293510364,6,{'NNP'},NNP,0,larisa,larisa,laris,1,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,1,5.807354922057604,5.807354922057604
theog,2,2.7070889183961583e-06,18.494826293510364,5,"{'NN', 'VBP'}",NN,0,theog,theog,theog,2,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,1,5.807354922057604,5.807354922057604
multis,2,2.7070889183961583e-06,18.494826293510364,6,{'NN'},NN,0,multi,multi,mult,1,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,0.0009040795395123536,1,5.807354922057604,5.807354922057604
terrify,3,4.060633377594237e-06,17.909863792789206,7,"{'VB', 'VBP'}",VB,0,terrifi,terrifi,terr,2,0.0003013051069188418,0.0009039153207565254,0.00036513251654587064,0.00042093434566209224,3,4.222392421336448,12.667177264009343
perpetually,3,4.060633377594237e-06,17.909863792789206,11,{'RB'},RB,0,perpetu,perpetu,perpet,1,0.00030128873059994033,0.000903866191799821,0.0003032020983294878,0.0004985703650178826,3,4.222392421336448,12.667177264009343
incorporeal,5,6.767722295990396e-06,17.172898198623002,11,"{'NN', 'JJ'}",NN,0,incorpor,incorpor,incorp,2,0.0003012610964056984,0.0009037832892170953,0.00018045954446262277,0.0005698491728826912,3,4.222392421336448,12.667177264009343
stag,3,4.060633377594237e-06,17.909863792789206,4,"{'NN', 'JJ'}",NN,0,stag,stag,stag,2,0.0003012169313903692,0.0009036507941711077,0.0003032020983294878,0.00041049897154738944,3,4.222392421336448,12.667177264009343
reverential,2,2.7070889183961583e-06,18.494826293510364,11,{'JJ'},JJ,0,reverenti,reverenti,rev,1,0.00045167835914745267,0.0009033567182949053,0.00045167835914745267,0.0004976042772029401,2,4.807354922057604,9.614709844115207
adverse,2,2.7070889183961583e-06,18.494826293510364,7,"{'RB', 'JJ'}",JJ,0,advers,advers,advers,2,0.00045167835914745267,0.0009033567182949053,0.00045167835914745267,0.0004976042772029401,2,4.807354922057604,9.614709844115207
published,3,4.060633377594237e-06,17.909863792789206,9,{'VBN'},VBN,0,publish,publish,publ,1,0.0003010117216730504,0.0009030351650191511,0.00022253570261075405,0.0004985703650178826,3,4.222392421336448,12.667177264009343
expatiate,2,2.7070889183961583e-06,18.494826293510364,9,{'VB'},VB,0,expati,expati,expaty,1,0.00045100087249049767,0.0009020017449809953,0.00045100087249049767,0.0007491592523075586,2,4.807354922057604,9.614709844115207
fused,4,5.4141778367923166e-06,17.494826293510364,5,{'VBN'},VBN,0,fuse,fuse,fus,1,0.00030058585595983315,0.0009017575678794996,0.0003071500997553246,0.00039042001121927393,3,4.222392421336448,12.667177264009343
plainness,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,plain,plain,plain,1,0.0004503998528548903,0.0009007997057097806,0.0004503998528548903,0.0004792498177706713,2,4.807354922057604,9.614709844115207
displayed,3,4.060633377594237e-06,17.909863792789206,9,{'VBN'},VBN,0,display,display,display,1,0.0003002624258905552,0.0009007872776716657,0.0003881945776718257,0.00041049897154738944,3,4.222392421336448,12.667177264009343
premises,6,8.121266755188474e-06,16.909863792789206,8,"{'NNS', 'NN', 'JJ'}",NNS,0,premis,premis,prem,3,0.00022506268978978564,0.0009002507591591427,0.00023020394424637204,0.0003187938476143016,4,3.807354922057604,15.229419688230417
aversion,2,2.7070889183961583e-06,18.494826293510364,8,"{'NN', 'JJ'}",JJ,0,avers,avers,avert,2,0.00044999401977530607,0.0008999880395506121,0.00044999401977530607,0.0004792498177706713,2,4.807354922057604,9.614709844115207
encomium,3,4.060633377594237e-06,17.909863792789206,8,{'NN'},NN,0,encomium,encomium,encom,1,0.0004497646913574419,0.0008995293827148838,0.0004497646913574419,0.0004673687460682096,2,4.807354922057604,9.614709844115207
enumerating,3,4.060633377594237e-06,17.909863792789206,11,"{'VBG', 'JJ'}",VBG,0,enumer,enumer,enum,2,0.0002998315835296929,0.0008994947505890787,0.0003563801841100986,0.0003626550220163573,3,4.222392421336448,12.667177264009343
honestly,3,4.060633377594237e-06,17.909863792789206,8,{'RB'},RB,0,honestli,honest,honest,1,0.00029953427201422555,0.0008986028160426765,0.0003702553859467246,0.00041049897154738944,3,4.222392421336448,12.667177264009343
