book_id,chap_id,doc_str,doc_label,book,n_chars
1497,1,yesterday son prayers goddess manner festival thing procession inhabitants beautiful prayers spectacle direction city son sight distance way home servant him servant hold cloak behind said round master was youth you minutes appeared brother son others procession companion way city course these not alternative added one torch race horseback honour goddess place evening horses novelty torches race festival night supper festival gathering men talk then said house brothers son father time aged chair garland head court chairs room semicircle him eagerly age city oftener pleasures body pleasure charm conversation request house resort company men friends home nothing part men travellers journey way question time poets threshold life harder end report it feeling is men age flock together birds feather proverb says meetings tale acquaintance eat pleasures youth love time once life complain slights relations age cause complainers fault age cause man experience others poet answer suit age man thing mad master words mind since time them age sense calm freedom passions hold then grasp mad master only many truth is regrets complaints relations cause age characters tempers calm nature pressure age disposition youth age burden admiration people age you disposition wealth comforter something however themistocles seriphian merits if native country yours neither impatient reply man age cannot burden man peace himself fortune part you acquired art money father grandfather grandfather name value patrimony father property present sons question money fortunes makers fortunes love money creation own affection authors poems parents children love sake use profit men hence company nothing praises wealth yes blessing wealth said others man fears cares mind tales world below punishment deeds matter thought weakness age nearer place view suspicions alarms him sum transgressions time child start sleep fear forebodings hope kind nurse age hope soul justice holiness nurse age companion journeyhope soul man words blessing riches man man is occasion world apprehension offerings gods debts peace mind possession wealth thing another advantages wealth man sense opinion greatest justice truth debtsno this friend right mind arms mind one truth condition then truth debts definition justice interposing sacrifices hand argument company heir sacrifices heir argument say justice repayment debt word wise man meaning reverse deposit arms anything senses deposit cannot debt true person mind means return repayment debt justice case friend friend return deposit gold injury receiver parties repayment debtthat yes enemies enemy owes enemy evil then manner poets darkly nature justice justice man debt meaning heaven thing medicine medicine drugs meat bodies thing cookery justice gives analogy instances justice art friends evil meaning then friends evil enemies time sickness physician voyage perils sea pilot sort actions view result man harm enemy friend war alliances other man need physician no voyage need pilot no time peace justice use so justice use peace war yes husbandry acquisition corn yes acquisition yes use power acquisition justice time peace contracts justice contracts partnerships exactly man player partner game draughts player laying bricks stones man partner builder reverse sort partnership man partner player harp harp player partner man money partnership use money man counsellor purchase sale horse man horses that certainly ship shipwright pilot true use silver gold man deposit money precisely justice money inference pruning hook safe justice individual state art vine dresser clearly shield lyre them justice them art soldier musician certainly thingsjustice inference justice much point strike blow match kind blow certainly disease one true guard camp march enemy certainly keeper anything thief man money it argument man thief lesson speaking grandfather favourite his affirms he men theft perjury justice art theft good friends harm saying words question friends enemies seeming man good evil yes persons conversely enemies evil friends true case evil evil good clearly injustice true argument wrong doctrine harm unjust better consequencemany man ignorant nature friends friends case harm enemies but so meaning error use words error friend good error friend seems good only friend enemy friends enemies yes first friends harm enemies friends harm enemies yes truth all enemies horses latter qualities horses dogs yes horses dogs qualities dogs horses course men virtue man certainly virtue men necessity result art men horseman art horsemen impossible justice men generally virtue heat cold drought moisture not harm one impossible good certainly friend else act man opposite man justice repayment debts debt man friends debt enemiesto if injuring case just you arms wise man seer battle side shall whose man opinion power justice friends harm enemies true yes definition justice times course discussion attempt argument hands rest company end speaking pause and beast us stricken sight him company possession sillybillies another justice is honour refutation opponent answer one answer justice duty advantage profit gain interest sort nonsense me clearness accuracy stricken words trembling eye him dumb fury rising first quiver dont mistake argument error piece gold another chance it why justice thing pieces gold utmost truth friend so fact people things style you whatever irony shuffle order answering person numbers twelve care six times times times sort nonsense methen obviously way question one you numbers answer question number oneis meaninghow him cases alike person answers danger reflection them answer justice better these done ignorant wisethat payment notion money anxiety money contribution yes himself answer else friend answer notions own man authority them thing is speaker edification company myself rest company request reality eager answer himself answering length wisdom himself others you others money praise well then justice nothing interest stronger me course you interest stronger meaning this pancratiast eating beef conducive strength beef good abominable you words sense argument sir them clearer forms government differ aristocracies yes government power state certainly forms government laws aristocratical view interests laws interests justice subjects breaker law unjust states principle justice interest government government conclusion is principle justice interest stronger justice word interest however definition words stronger addition mind that truth justice interest sort stronger addition consider further proceed tell subjects rulers rulers states laws true interest interest yes laws subjectsand justice doubtless justice argument obedience interest reverse rulers interest justice yes justice interest stronger rulers things injury if justice obedience subject renders commands case men escape conclusion interest injury stronger nothing interposing witness need witness rulers interest subjects justice subjects rulers justice interest stronger and propositions weaker subjects interest whence justice injury interest stronger interest interestthis weaker justice words mind statement justice interest time yes impression ruler informer socrates example sick physician grammar time mistake respect mistake physician mistake way speaking fact person skill mistake name implies none skill them artists artist sage ruler errs time name mode speaking lover accuracy ruler ruler interest subject commands therefore justice interest stronger informer questions design argument wordi it force argument attempt man occurring future sense ruler interest superior inferior ruler sense term strictest senses cheat informer quarter hands never madman lion attempt minute ago civilities question physician sense healer sick maker money physician healer sick pilotthat pilotis captain sailors sailor captain sailors circumstance ship sailor name pilot nothing sailing skill authority sailors art interest certainly art yes aim art interest art perfection itthis nothing else example body body body body interests art medicine ministers origin intention medicine right art medicine art faulty deficient quality way eye deficient sight fail hearing therefore art interests art itself liability art art interests end arts interests need faults defects need them exercise art other interest matter art words precise sense clearly medicine interest medicine interest body true art horsemanship interests art horsemanship interests horse arts care themselves needs subject art true arts superiors rulers subjects deal reluctance science art considers interest interest subject weaker attempt proposition also physician physician good patient physician ruler body subject money maker yes pilot likewise sense term ruler sailors sailor pilot ruler interest sailor him rulers interest yes one rule who considers enjoins interest interest subject art everything does point argument saw definition justice said me nurse question nose shepherd sheep that shepherd fattens sheep oxen view good master rulers states rulers subjects sheep advantage day night no astray ideas justice reality anothers good interest ruler stronger loss subject servant opposite unjust just stronger subjects interest minister happiness own further loser comparison unjust all contracts unjust partner that partnership man less dealings income man less amount income anything gains nothing much office man affairs losses nothing public friends acquaintance ways case man before injustice scale advantage unjust meaning form injustice criminal happiest men sufferers injustice tyranny fraud force property comprehending things public acts wrong disgracethey wrong cases robbers temples man stealers burglars swindlers thieves man money citizens slaves names reproach blessed citizens consummation injustice mankind censure injustice victims it thus injustice scale strength freedom mastery justice and justice interest stronger injustice profit thrasymachus having bath man ears words mind company him position request us remarks attempt way life matter life advantage you importance enquiry care matter indifference friend knowledge party benefit part injustice play man injustice fraud force advantage injustice others predicament myself so wisdom justice you you proof souls forbid or deception physician sense exactness speaking shepherd shepherd shepherd sheep view good diner banquetter view pleasures table or again trader sale market shepherd art shepherd good subjects them perfection art requirements ruler art ruler ruler state life good flock rulers states rulers authority think it case lesser offices men payment idea advantage others question arts reason function friend progress yes difference art good onemedicine example safety sea yes art payment function pay art pilot art medicine health pilot sea voyage navigation art medicine use language man health pay art payment medicine art pay man fees healing art art yes then artists common something use true artist advantage use art pay art him assent pay artists arts truth is art medicine health art builder house art art pay arts business benefiting benefit art well not confer benefit nothing benefit doubt arts governments interests but saying interests subjects strongerto good superior reason why one one hand reformation evils concern remuneration execution work orders artist interest subjects order rulers modes payment money honour penalty refusing modes payment enough penalty penalty payment nature payment men inducement course ambition avarice disgrace reason money honour attraction men payment name hirelings revenues name thieves honour necessity them fear punishment this reason forwardness dishonourable part punishment himself fear this induces idea benefit themselves necessity task one themselves good reason city men office object contention office plain proof ruler nature interest subjects benefit trouble one justice interest stronger question present life unjust just statement character sort life part life advantageous advantages rehearsing yes him me way him certainly set speech advantages just numbering measuring goods side end judges enquiry admissions another offices judge advocate persons then beginning me injustice justice yes reasons view them virtue vice certainly justice virtue injustice vice charming notion too injustice justice not opposite justice vice no simplicity injustice malignity no discretion appear good yes rate power states nations cutpurses profession meaning amazement class injustice wisdom virtue justice opposite class them ground injustice others vice answer principles injustice unjust qualities just injustice wisdom virtue argument reason you mind earnest expense earnest not argument business answer question man try advantage just otherwise amusing creature attempt advantage unjust advantage point question man man yes unjustdoes claim man course men man man action order all true matter thus desires like unlike statement unjust wise again unjust wise them course nature nature not them is case arts man musician yes wise musician musician yes sort thing physician yes friend musician lyre musician tightening strings musician course physician meats drinks physician practice medicine physician yes knowledge ignorance general man choice man knowledge case denied ignorant knowing ignorant knowing yes wise true wise good like so both yes unjust like unlike words like unlike yes wise good evil ignorant inference is admitted evil ignorant them reluctance summers day perspiration torrents before blushing justice virtue wisdom injustice vice ignorance point matter injustice yes answer haranguing permit out good story women opinion yes nothing world proceed question before order examination nature justice injustice regularly statement injustice justice wisdom virtue injustice injustice one matter way state states them subjection true state position is power state justice justice view justice justice justice assent dissent answers civility goodness me state army band robbers thieves gang doers another indeed another better yes injustice creates divisions hatreds fighting justice imparts harmony friendship true you you injustice tendency hatred existing slaves freemen variance action certainly injustice only enemies just injustice person wisdom power power power injustice exercises nature abode city army family body body is action reason sedition distraction enemy variance it just case certainly person place action unity himself place enemy just true yes friend gods unjust enemy gods friend triumph fill argument company then answers remainder repast abler unjust action more men time hands another remnant justice them victims villains enterprises villains unjust incapable action truth matter first life unjust question reasons given further matter nothing rule life proceed question horse end end use horse anything thing eye ear no ends organs vine branch dagger chisel ways course pruning hook purpose true end pruning hook difficulty meaning question end anything thing meaning end excellence need eye end eye excellence yes ear end excellence also true things end excellence eyes end excellence defect instead see proper excellence point yet question generally things ends proper excellence fail defect ears excellence end true observation things soul end nothing example like functions soul other other life ends soul soul excellence also yes ends excellence soul ruler superintendent soul ruler necessarily justice excellence soul defect soul soul man well man ill argument proves happy reverse happy certainly miserable happiness misery course injustice justice entertainment towards scolding nevertheless fault epicure taste dish time before subject first nature justice enquiry justice wisdom evil folly question advantages justice injustice result discussion nothing all justice is therefore man,THE REPUBLIC-1,THE REPUBLIC,15899
1497,2,words end discussion end truth beginning men retirement battle out us you sakes consequences as harmless pleasures enjoyments time nothing them thinking class class goods knowledge health themselves results class gymnastic care sick physicians art ways money makingthese disagreeable one sakes sake reward result them is class also classes justice class goods desires sake sake results mind justice class goods sake rewards reputation manner thinking thesis justice injustice him him snake voice been mind nature justice injustice clear rewards themselves soul please then argument nature origin justice view them men justice will necessity good thirdly reason view life unjust life justif opinion voices myriads others and hand superiority justice way justice respect itself person this therefore life utmost power manner speaking manner justice censuring injustice proposal theme man sense speaking nature origin justice good evil evil good men injustice experience both other hence laws covenants law just origin nature justiceit mean compromise all injustice all injustice power retaliation justice point two good evil reason inability men man man agreement nature origin justice justice power something kind power desire them man road interest natures good path justice force law liberty form power ancestor tradition shepherd service king storm earthquake opening earth place flock sight where marvels brazen horse doors saw body stature human nothing gold ring finger reascended shepherds custom report flocks king assembly ring finger collet ring hand rest company this ring collet outwards reappeared trials ring resultwhen collet inwards outwards messengers court queen help king slew him kingdom rings man iron nature justice man hands market houses pleasure kill release prison respects men actions actions unjust point proof man justice necessity men hearts injustice individual justice obtaining power invisible anothers lookers idiot anothers faces appearances fear injustice this judgment life them way isolation man man nothing them work lives masters craft pilot physician powers keeps limits who point himself attempts way injustice he reach injustice is man injustice deduction him acts reputation justice step himself deeds way force courage strength command money friends side man nobleness wishing says good seeming rewarded sake justice sake honours justice only covering state life opposite former men worst proof fear infamy consequences hour death extreme justice judgment happier two heavens decision other statues best difficulty sort life them description words mouths eulogists injustice man racked boundwill eyes and last kind evil words just unjust reality view his mind soil deep prudent counsels place just bears rule city marriage advantage misgivings injustice contest private antagonists gains expense gains friends enemies moreover gifts gods magnificently gods man style just therefore gods gods men life life just something answer brother interposed nothing point then let brother help part dust power justice something more side argument praise censure justice injustice order meaning parents tutors sons wards sake justice sake character reputation hope marriages advantages unjust reputation justice however appearances class persons others opinion gods shower benefits heavens pious accords testimony gods oaks just bear acorns summit bees middle sheep weight fleeces blessings kind them strain fame is fame blameless who god justice earth barley trees fruit sheep sea gifts heaven son vouchsafe just world below saints couches feast garlands idea immortality drunkenness meed virtue rewards posterity faithful generation style justice wicked strain slough water sieve punishments portion nothing invention supply manner other way justice injustice poets writers voice mankind justice virtue toilsome pleasures vice injustice attainment law opinion honesty part dishonesty men happy way influential others mode virtue gods gods apportion calamity misery men happiness wicked prophets mens doors power gods atonement ancestors sins sacrifices charms rejoicings feasts enemy cost arts incantations heaven will poets authorities path vice words vice abundance way place gods toil road witness gods men gods too purpose men wrath sacrifices entreaties libations odour fat host books children ritual persuade cities expiations atonements sin sacrifices amusements hour service living dead sort mysteries pains hell one us virtue vice way gods men minds them bees wing light flower conclusions manner persons way life youth words can justice ways deceit fortress days men profit pain loss hand reputation justice life then philosophers appearance tyrannizes truth lord happiness myself picture shadow virtue vestibule exterior house subtle fox sages recommends exclaiming concealment wickedness argument path view concealment brotherhoods clubs professors rhetoric art courts assemblies so persuasion force gains voice gods gods or care thingswhy case concealment gods tradition genealogies poets persons sacrifices entreaties then neither poets offer fruits injustice vengeance heaven gains injustice but gains sinning praying praying gods but world posterity deeds friend reflection mysteries deities power cities declare children gods poets testimony principle then justice injustice when latter regard mind gods men life death authorities this man superiority mind person rank wealth justice justice praised truth words justice unjust them men will peradventure divinity hatred injustice knowledge truthbut man who age weakness power fact power cause beginning argument brother panegyrists heroes memorial men timeno one injustice justice view glories honours benefits them one verse nature soul eye things mans soul justice good evil strain youth watch wrong watchman afraid wrong evils others language words justice injustice grossly nature manner side superiority justice effect possessor please you reputations reputation false justice appearance it injustice dark justice interest stronger injustice profit weaker justice class goods results degree sakeslike sight hearing knowledge health goodi praise justice point only justice injustice work possessors them others justice censure injustice rewards honours other manner them life consideration question lips something better therefore justice injustice possessor them evil gods men genius words father beginning verses admirer honour yourselves battle sons offspring hero epithet something superiority injustice arguments character speeches you confidence difficulty strait two hand task inability home fact answer proving superiority justice breath speech impiety justice spoken hand defence therefore help rest means question drop investigation truth first nature justice injustice secondly advantages enquiry nature eyes then wits method thus person letters distance place letters letters lesserthis piece fortune illustration apply enquiry justice subject enquiry is virtue individual virtue true individual quantity justice nature justice injustice individual proceeding them that proposal process creation justice injustice process creation also hope object search yes one task therefore needs mankind one sufficing wants origin other wants persons helper purpose another partners helpers habitation body inhabitants true another gives receives idea exchange good idea creator mother invention course necessities condition life existence certainly dwelling clothing like true city demand man husbandman builder weavershall shoemaker purveyor right notion men clearly result labours stockthe husbandman example four times provision food others himself nothing others trouble them food time fourths time house coat pair shoes partnership others wants food everything way alike diversities natures occupations work workman occupations doubt work right time doubt business doer business leisure doer business object things quality man thing time things undoubtedly citizens husbandman plough mattock implements agriculture anything builder toolsand many manner weaver shoemaker true carpenters smiths artisans sharers true shepherds herdsmen order husbandmen with builders husbandmen cattle curriers weavers fleeces these again situation cityto place nothing need impossible impossible class citizens supply city must trader nothing need handed home themselves quantity quality husbandmen artisans importers exporters merchants yes merchants merchandise sailors numbers yes numbers again city productions exchange was objects society state market place money token purposes exchange certainly husbandman production time one exchange himis sit idle market place all people office salesmen states strength therefore use duty market money exchange goods money want then class traders state term market place buying selling city merchants yes class servants level companionship plenty strength labour hirelings hire name price labour true hirelings population yes state perfected then part spring up dealings citizens another else suggestion matter out enquiry all way life them corn wine clothes shoes build houses themselves commonly barefoot winter barley meal flour wheat baking them cakes mat reeds leaves while beds yew myrtle children drinking wine garlands heads praises gods converse another care families means eye interposing relish meal forgotten course relishsalt olives cheese roots herbs country people dessert peas beans berries acorns fire drinking moderation peace health age life children them yes city beasts conveniences life people sofas tables sauces sweets style yes question is harm this justice injustice originate opinion constitution described fever heat objection way life sofas tables furniture dainties perfumes incense courtesans sort only variety necessaries speaking houses clothes arts painter embroiderer motion gold ivory sorts materials true borders city multitude callings want tribe hunters actors class forms colours votaries musicpoets train rhapsodists players dancers contractors makers divers kinds womens dresses servants tutors request nurses tirewomen barbers confectioners cooks too place edition now animals kinds people certainly living way need physicians before greater country inhabitants now true slice land pasture tillage slice if ourselves limit necessity accumulation wealth shall certainly war war causes causes evils public undoubtedly time enlargement nothing army fight invaders things persons above why themselves principle principle man cannot arts success war art certainly art attention shoemaking true shoemaker husbandman weaver order shoes worker work nature fitted life other opportunities workman nothing work soldier war art man warrior husbandman shoemaker one world dice draught player game recreation years nothing else tools man workman master defence use them attention them shield implement war fighter day armed kind troops yes tools men use price duties guardian application him doubt aptitude calling certainly duty natures task city selection matter best youth dog respect watching enemy him him them well certainly spirit horse dog animal presence soul creature indomitable notion bodily qualities guardian true ones soul spirit yes natures savage another everybody else difficulty means enemies gentle friends enemies them true then nature spirit contradiction other true guardian qualities combination hence guardian friend wonder perplexity sight image natures qualities animals examples friend dog one dogs familiars acquaintances reverse yes nothing order nature guardian combination qualities guardian nature need qualities philosopher meaning trait dog animal trait dog stranger acquaintance one harm good strike curious matter truth remark instinct dog dog philosopher why face friend enemy criterion animal lover dislikes test knowledge ignorance assuredly love love wisdom philosophy same man also friends acquaintances nature lover wisdom knowledge guardian philosophy spirit swiftness strength undoubtedly natures enquiry light enquiry endhow justice injustice point argument inconvenient length enquiry service task then leisure hour story telling story education heroes means education sortand divisions gymnastic body music soul true shall education music afterwards means music literature not literature false yes kinds false meaning children stories truth fictitious stories age gymnastics meaning music gymnastics right beginning part work case tender thing time character impression true children tales persons minds ideas part thing censorship writers fiction censors tale fiction bad mothers nurses children ones fashion mind tales body hands use tales model lesser greater type spirit them term greater rest poets story tellers mankind stories fault them fault fault lie and lie fault committed representation nature gods heroesas painter portrait shadow likeness original yes sort thing stories all lies places poet lie tooi did him doings sufferings turn son him persons possible silence necessity mention mystery eleusinian pig victim number hearers indeed yes stories stories man crimes anything father manner example gods you opinion stories future habit things basest word wars heaven plots fightings gods another no battles giants garments quarrels gods heroes friends relatives time quarrel citizens men women children poets spirit narrative mother occasion part beaten battles gods tales meaning not person cannot judge anything mind age tales hear models thoughts asks models tales him moment founders founders forms poets tales limits them tales business forms theology kind sort poetry epic lyric tragic representation right such certainly thing indeed hurts not evil no cause evil impossible yes cause yes cause things only assuredly author things assert cause things things goods life evils alone evils causes elsewhere him poet folly casks lie threshold good lots mixture sometimes meets fortune times good cup ill hunger drives earth again zeus dispenser violation oaths treaties work strife contention gods approval men words god plants men house poet sufferings subject tragedy verses house war theme works explanation right author miserythe poet wicked punishment author verse commonwealth fiction ruinous impious you assent law rules principles gods poets reciters author things only principle shall magician nature shape anothersometimes forms semblance transformations proper image thought change anything change thing itself thing certainly things example healthiest frame meats drinks plant vigour winds heat sun causes course soul influence true principle applies thingsfurniture houses garments good time circumstances everything art nature both change without true things way perfect course influence shapes change transform himself case all unsightly worse virtue beauty desire impossible being form judgment let none poets gods disguise strangers lands cities sorts forms slander tragedy kind poetry introduce likeness priestess alms life daughters river let lies sort mothers influence poets children version gods go night likeness strangers divers heed cowards children time blasphemy gods forbid gods witchcraft deception forms well word deed phantom himself lie expression gods men one truest part himself truest matters there all lie possession him you reason is profound meaning words deception realities part themselves soul part lie nothing ignorance soul lie lie words kind imitation image affection soul falsehood lie gods men yes lie words cases instance again friends fit madness illusion harm sort medicine preventive tales mythology truth times truth reasons antiquity therefore poet place idea not lie enemies friends mad mad person friend motive none whatever superhuman divine falsehood yes word deed sign word dream waking vision thoughts reflection own type form divine things gods magicians themselves mankind way that admirers lying dream verses nuptials was song progeny days sickness lot things heaven note triumph soul word divine prophecy strain banquet thishe son kind sentiments gods anger chorus teachers use instruction young meaning guardians men worshippers gods them principles promise laws,THE REPUBLIC-2,THE REPUBLIC,16156
