book_id,chap_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
1591,1,1.435544105672089e-05,1.4355440712044751e-05,1.4355441074396905e-05,0.08985196648444019,0.14840460379242915,1.4355441005191762e-05,1.4355440712044751e-05,0.6970047324635231,1.4355441050838882e-05,1.4355441077363182e-05,1.4355441070541084e-05,1.4355440712044751e-05,0.006041491276066425,1.4355441078329035e-05,1.4355440974547961e-05,1.4355441013534757e-05,1.4355440712044751e-05,1.4355441010386191e-05,0.05848187436956875,1.4355440712044751e-05
1598,1,2.3277467855574195e-05,2.3277467411566853e-05,2.3277467870261625e-05,2.3277467885619874e-05,0.6174894113252583,2.327746771883408e-05,2.3277467411566853e-05,0.24238485330908377,2.327746790935975e-05,0.019104732285823968,2.327746793953724e-05,2.3277467411566853e-05,0.051063419132386156,2.3277467793305775e-05,2.3277467797504598e-05,2.327746792249533e-05,2.3277467411566853e-05,2.3277467833254928e-05,0.06960842193186427,2.3277467411566853e-05
1600,1,1.4463407901344202e-05,1.4463407578833116e-05,1.4463407888144869e-05,1.4463407881283125e-05,0.011475227251310163,1.4463407756477395e-05,1.4463407578833116e-05,1.4463407895384133e-05,1.4463407880342357e-05,1.4463407876103242e-05,1.4463407897957942e-05,1.4463407578833116e-05,0.9882644314085148,1.446340787085048e-05,1.4463407864161782e-05,1.446340785810449e-05,1.4463407578833116e-05,1.4463407869573409e-05,1.4463407840931635e-05,1.4463407578833116e-05
1616,1,1.3912075945248828e-05,1.3912075681697937e-05,1.3912075961414862e-05,1.391207593707418e-05,1.3912075943364354e-05,1.391207586590274e-05,1.3912075681697937e-05,1.3912075949868851e-05,1.3912075904692992e-05,1.3912075934753326e-05,1.3912075949159352e-05,1.3912075681697937e-05,1.3912075931049464e-05,1.3912075923391443e-05,1.3912075878659074e-05,1.3912075930880009e-05,1.3912075681697937e-05,1.3912075912892713e-05,0.9997356705586231,1.3912075681697937e-05
1635,1,6.605019951375466e-05,6.605019815062116e-05,6.605019966834787e-05,6.605019932868936e-05,6.605019956363492e-05,6.605019904197881e-05,6.605019815062116e-05,6.605019988586735e-05,6.6050199809815e-05,6.605019951082604e-05,6.60501993787193e-05,6.605019815062116e-05,6.605019950127033e-05,6.605019909171071e-05,6.605019922768596e-05,0.998745046217001,6.605019815062116e-05,6.605019930328863e-05,6.60501994202676e-05,6.605019815062116e-05
1636,1,1.3365410583067442e-05,1.3365410318107633e-05,0.2770373139468073,1.3365410632322324e-05,1.3365410646057258e-05,1.3365410538259236e-05,1.3365410318107633e-05,1.3365410622781889e-05,1.3365410592434874e-05,1.3365410635884228e-05,1.3365410633027739e-05,1.3365410318107633e-05,0.7227221086636527,1.3365410613812918e-05,1.336541057721029e-05,1.336541062344163e-05,1.3365410318107633e-05,1.336541061523432e-05,1.336541063588003e-05,1.3365410318107633e-05
1642,1,5.149330714938707e-05,5.149330587028187e-05,5.149330721152036e-05,5.1493307235785536e-05,5.149330696891908e-05,5.1493307044895385e-05,5.149330587028187e-05,0.34244594671967454,5.14933073629381e-05,5.1493307087367426e-05,5.149330696032577e-05,5.149330587028187e-05,0.061037589231882065,5.1493306797444766e-05,5.1493306548771234e-05,5.1493307064534474e-05,5.149330587028187e-05,0.49863041208980446,0.09706215905185571,5.149330587028187e-05
1643,1,2.6001040447228907e-05,2.6001040041613787e-05,2.6001040570385932e-05,2.600104050238923e-05,2.6001040631218358e-05,2.600104050537661e-05,2.6001040041613787e-05,0.9995059802320516,2.600104039429424e-05,2.6001040448213037e-05,2.6001040697646378e-05,2.6001040041613787e-05,2.6001040525342966e-05,2.6001040518092673e-05,2.6001040355734078e-05,2.6001040418876183e-05,2.6001040041613787e-05,2.600104055296892e-05,2.600104117259805e-05,2.6001040041613787e-05
1656,1,0.999397208114005,3.172588832488503e-05,3.172588889833424e-05,3.172588885311494e-05,3.1725888932254485e-05,3.172588872668155e-05,3.172588832488503e-05,3.172588896246172e-05,3.172588890209972e-05,3.1725888867214105e-05,3.172588890563606e-05,3.172588832488503e-05,3.1725888956547824e-05,3.172588881928702e-05,3.172588888498966e-05,3.1725888790766244e-05,3.172588832488503e-05,3.172588894336686e-05,3.172588892813053e-05,3.172588832488503e-05
1657,1,0.9986896551545554,6.896551724140544e-05,6.896551846931022e-05,6.896551851780134e-05,6.896551865724649e-05,6.896551810381354e-05,6.896551724140544e-05,6.896551872777616e-05,6.896551862936047e-05,6.896551892392797e-05,6.896551857910604e-05,6.896551724140544e-05,6.896551837400983e-05,6.896551818308459e-05,6.896551851190213e-05,6.89655183022e-05,6.896551724140544e-05,6.896551888455842e-05,6.896551837331121e-05,6.896551724140544e-05
1658,1,1.1128422184858698e-05,1.1128421989767508e-05,0.9997885599777059,1.112842394763293e-05,1.1128422207467182e-05,1.1128422158285133e-05,1.1128421989767508e-05,1.112842221069395e-05,1.112842216350451e-05,1.112842218772489e-05,1.1128422196578653e-05,1.1128421989767508e-05,1.1128422194751306e-05,1.1128422214686933e-05,1.1128422128431652e-05,1.1128422161406408e-05,1.1128421989767508e-05,1.1128422183880253e-05,1.1128422205345527e-05,1.1128421989767508e-05
1672,1,9.379103582751839e-06,9.379103357726157e-06,9.379103575852052e-06,9.379103580433926e-06,9.379103578884439e-06,9.379103525087472e-06,9.379103357726157e-06,9.379103586847829e-06,9.379103549823204e-06,0.7900937591877835,0.2097374169490471,9.379103357726157e-06,9.37910358268329e-06,9.379103579555851e-06,9.379103549596636e-06,9.379103540942108e-06,9.379103357726157e-06,9.379103559188503e-06,9.379103588941733e-06,9.379103357726157e-06
1673,1,6.501950711731661e-05,6.501950585178846e-05,6.50195072405343e-05,6.501950711629294e-05,6.501950702878159e-05,6.501950690883368e-05,6.501950585178846e-05,0.9987646293704705,6.501950674541453e-05,6.50195089208134e-05,6.501950707584972e-05,6.501950585178846e-05,6.501950697466948e-05,6.501950716667242e-05,6.501950682991365e-05,6.501950704794017e-05,6.501950585178846e-05,6.501950708747795e-05,6.501950701010502e-05,6.501950585178846e-05
1676,1,2.4557957263329526e-05,2.4557956778014413e-05,2.455795727680155e-05,2.4557957185458443e-05,2.4557957360562823e-05,2.4557957067586663e-05,2.4557956778014413e-05,0.3018540813584697,0.0422908520359066,2.4557957366327767e-05,0.6554375813342753,2.4557956778014413e-05,2.455795735621235e-05,2.4557957144760553e-05,2.4557957449978e-05,2.455795734039502e-05,2.4557956778014413e-05,2.4557957310175446e-05,2.4557957336663572e-05,2.4557956778014413e-05
1677,1,6.868132004155382e-05,6.868131868136904e-05,6.868132011927362e-05,6.868131996580411e-05,6.868132044331835e-05,6.868131961732542e-05,6.868131868136904e-05,0.08109117811753504,6.868131998212747e-05,6.86813202500613e-05,0.9176725581277101,6.868131868136904e-05,6.868132044668361e-05,6.868131990682141e-05,6.868132018114696e-05,6.868132010724066e-05,6.868131868136904e-05,6.86813202970296e-05,6.86813199897449e-05,6.868131868136904e-05
1681,1,5.192108094814603e-05,5.192107995850005e-05,5.192108093825044e-05,5.1921080963090907e-05,5.1921081173167295e-05,5.1921080532830296e-05,5.192107995850005e-05,0.17263598746737815,5.192108103975642e-05,0.15347689078735205,0.00970770291720525,5.192107995850005e-05,5.19210809387383e-05,5.192108078174639e-05,5.1921080820484216e-05,5.1921080992044465e-05,5.192107995850005e-05,5.192108125436764e-05,0.6633486815378895,5.192107995850005e-05
1682,1,4.826254901464998e-05,4.826254826255759e-05,4.826254894729826e-05,4.826254885980015e-05,4.826254979597824e-05,4.826254879240929e-05,4.826254826255759e-05,4.8262550344034484e-05,4.826254891594529e-05,4.8262549016638636e-05,4.8262548999439937e-05,4.826254826255759e-05,4.8262548968769795e-05,4.826254884014821e-05,0.999083011569942,4.8262548907459064e-05,4.826254826255759e-05,4.826255038385347e-05,4.8262548958886174e-05,4.826254826255759e-05
1687,1,2.0764119823082967e-05,2.07641196013358e-05,2.076411988030439e-05,0.9996054817233117,2.0764119936458293e-05,2.0764119833413723e-05,2.07641196013358e-05,2.0764119889528094e-05,2.0764119903744915e-05,2.0764119814581155e-05,2.076411988411618e-05,2.07641196013358e-05,2.0764119856587915e-05,2.0764119871756923e-05,2.0764119767341325e-05,2.0764119839663034e-05,2.07641196013358e-05,2.076411986078023e-05,2.0764120520217192e-05,2.07641196013358e-05
1726,1,1.073191693133844e-05,1.0731916720337844e-05,1.0731916982040268e-05,0.15572831612874297,0.01812525471576551,1.0731916978466315e-05,1.0731916720337844e-05,0.11086414636105867,1.0731916917575083e-05,1.0731916968483559e-05,1.073191698771834e-05,1.0731916720337844e-05,0.05108281811412631,0.0062884867358257565,1.0731916880193532e-05,1.0731916955070717e-05,1.0731916720337844e-05,0.26916627157667955,0.3886051914485987,1.0731916720337844e-05
1735,1,1.548946744022937e-05,1.5489467162345554e-05,1.5489467529737384e-05,0.14892332120113247,1.5489467507268694e-05,1.5489467551078817e-05,1.5489467162345554e-05,1.548946751361225e-05,1.548946739266395e-05,1.5489467506947905e-05,0.7558705036753034,1.5489467162345554e-05,1.548946751309641e-05,1.548946752053382e-05,1.548946733965125e-05,1.5489467536720348e-05,1.5489467162345554e-05,0.01609569914426342,0.0788626445011373,1.5489467162345554e-05
1738,1,1.2919896901333984e-05,1.2919896640835599e-05,1.291989693579195e-05,1.2919896997017068e-05,1.2919896983327881e-05,1.2919896853346437e-05,1.2919896640835599e-05,1.2919896951159433e-05,1.2919896938496306e-05,1.291989693468718e-05,0.1588891059055423,1.2919896640835599e-05,1.2919896915518448e-05,1.2919896929816605e-05,1.2919896934694742e-05,0.8279400166623584,1.2919896640835599e-05,1.2919896938961083e-05,0.012951239185680724,1.2919896640835599e-05
1744,1,1.2690355574829282e-05,1.2690355329955394e-05,1.2690355651132922e-05,0.9997588832451552,1.2690355600891378e-05,1.2690355540000494e-05,1.2690355329955394e-05,1.2690355598795988e-05,1.2690355560704183e-05,1.2690355601981345e-05,1.2690355606612503e-05,1.2690355329955394e-05,1.2690355600396597e-05,1.2690355614836893e-05,1.269035553449109e-05,1.2690355573256682e-05,1.2690355329955394e-05,1.2690355548970444e-05,1.2690355588108875e-05,1.2690355329955394e-05
1750,1,2.790178638808806e-05,2.7901785714311677e-05,2.7901786245873217e-05,2.7901786396264123e-05,0.5524023149525622,2.7901786122257564e-05,2.7901785714311677e-05,0.14601821505955032,2.790178623076214e-05,2.790178631566631e-05,0.29078366671547634,2.7901785714311677e-05,2.7901786320201574e-05,2.7901786214051917e-05,2.7901786293786042e-05,2.7901786261176964e-05,2.7901785714311677e-05,0.010349374694826628,2.7901786224865377e-05,2.7901785714311677e-05
1750,2,0.6239436265256304,3.219575016099998e-05,3.219575096842908e-05,3.219575098471108e-05,0.3401970751817563,3.219575069736475e-05,3.219575016099998e-05,3.219575086331067e-05,3.219575068292376e-05,3.219575091987935e-05,0.03531197053186545,3.219575016099998e-05,3.219575086086387e-05,3.21957508735086e-05,3.219575056864883e-05,3.219575080092805e-05,3.219575016099998e-05,3.219575085092418e-05,3.219575087153441e-05,3.219575016099998e-05
1750,3,2.7233116032192245e-05,2.72331154684311e-05,2.723311604018068e-05,2.7233116057314365e-05,0.922264369425599,2.7233115960473254e-05,2.72331154684311e-05,2.7233115987261626e-05,2.723311594547049e-05,2.7233115945578525e-05,2.72331161285447e-05,2.72331154684311e-05,2.7233115971752145e-05,2.7233116148400588e-05,0.0772454344885037,2.723311611415855e-05,2.72331154684311e-05,2.7233116178639657e-05,2.723311604531908e-05,2.72331154684311e-05
1750,4,3.265839391811667e-05,3.265839320708426e-05,3.2658393887228435e-05,3.2658393844283166e-05,0.523556371268999,3.265839370945325e-05,3.265839320708426e-05,3.2658394045868205e-05,3.265839373228607e-05,3.265839397385718e-05,0.010710341525796757,3.265839320708426e-05,3.265839396520137e-05,3.265839380576727e-05,0.02096794144992643,3.2658393971513756e-05,3.265839320708426e-05,0.44424281145647904,3.265839390975175e-05,3.265839320708426e-05
1750,5,2.733734336219007e-05,2.733734281029947e-05,2.7337343436611363e-05,2.7337343454150353e-05,2.7337343542915967e-05,2.733734320333335e-05,2.733734281029947e-05,2.7337343332347645e-05,2.7337343220018042e-05,2.733734345734565e-05,0.8641315052441638,2.733734281029947e-05,2.7337343401004253e-05,2.733734337489657e-05,2.733734341743377e-05,2.7337343287122418e-05,2.733734281029947e-05,0.13537642257796004,2.733734333532931e-05,2.733734281029947e-05
1750,6,1.791472624074967e-05,1.7914725904703214e-05,1.7914726223522248e-05,1.7914726228582226e-05,1.7914726288593274e-05,1.7914726140092627e-05,1.7914725904703214e-05,1.791472620260969e-05,1.79147261328445e-05,1.7914726208543284e-05,1.791472626781077e-05,1.7914725904703214e-05,1.7914726222093903e-05,1.791472625747623e-05,1.791472618427795e-05,1.7914726231789557e-05,1.7914725904703214e-05,0.9996596202034216,1.791472622584638e-05,1.7914725904703214e-05
1750,7,0.045866057653440234,1.825483753196105e-05,1.8254837879914615e-05,1.8254837860909137e-05,0.004085869267292436,1.8254837813466175e-05,1.825483753196105e-05,1.8254837884919018e-05,1.8254837796830983e-05,1.8254837805217676e-05,0.8001130065912844,1.825483753196105e-05,1.8254837892381483e-05,1.825483792187263e-05,1.8254837848288655e-05,1.8254837864630343e-05,1.825483753196105e-05,0.14964298908386822,1.8254837886472002e-05,1.825483753196105e-05
1750,8,2.6427061838998572e-05,2.6427061310809517e-05,2.642706185540243e-05,2.6427061839769202e-05,0.35191521296600303,2.642706164365743e-05,2.6427061310809517e-05,2.6427061875510933e-05,2.642706180912582e-05,2.642706181565235e-05,0.032671899820719094,2.6427061310809517e-05,0.016668378756941347,0.0266340868412496,2.6427061869065097e-05,2.642706189524555e-05,2.6427061310809517e-05,0.5681876178285985,0.0035528249234920567,2.6427061310809517e-05
1750,9,0.02911049519041655,2.0136931131707963e-05,2.0136931563919674e-05,2.0136931557399726e-05,2.0136931529193183e-05,2.013693143396514e-05,2.0136931131707963e-05,2.0136931525430738e-05,2.0136931468838705e-05,2.0136931572676087e-05,2.0136931557993706e-05,2.0136931131707963e-05,2.0136931506487652e-05,2.0136931462745004e-05,2.0136931502336174e-05,2.013693145279832e-05,2.0136931131707963e-05,0.9705270400442944,2.0136931496617553e-05,2.0136931131707963e-05
1750,10,2.4248303119895946e-05,2.4248302618841866e-05,0.167097449741378,2.424830320814661e-05,2.424830321820084e-05,2.4248302992847455e-05,2.4248302618841866e-05,2.424830317689851e-05,2.4248303025073308e-05,2.424830313058867e-05,0.5764143914633298,2.4248302618841866e-05,2.4248303113475833e-05,0.10816370023599378,2.424830305960839e-05,2.4248303093937226e-05,2.4248302618841866e-05,0.12015337686719926,0.027807357147866016,2.4248302618841866e-05
1750,11,2.0859407968221422e-05,2.0859407592834912e-05,2.085940799197075e-05,2.085940794031242e-05,2.085940858815775e-05,2.0859407790164336e-05,2.0859407592834912e-05,2.0859408031648106e-05,2.085940802875827e-05,2.0859408037270355e-05,2.0859407974197646e-05,2.0859407592834912e-05,2.0859408017648098e-05,2.0859407914610172e-05,2.0859407981202117e-05,2.0859407943492607e-05,2.0859407592834912e-05,0.9996036712499247,2.0859407903394883e-05,2.0859407592834912e-05
1750,12,2.003205176635422e-05,2.003205128207346e-05,2.0032051765338344e-05,2.003205167252406e-05,0.30157196836283423,2.0032051667930206e-05,2.003205128207346e-05,2.0032051789949656e-05,2.0032051603181588e-05,2.0032051698764238e-05,0.1546325851927799,2.003205128207346e-05,2.0032051694299663e-05,2.0032051814249073e-05,2.0032051767454476e-05,2.003205168948345e-05,2.003205128207346e-05,0.5434549015673225,2.0032051723432636e-05,2.003205128207346e-05
