book_id,chap_id,term_str,n,tfidf
1497,1,diner,1,0.00047065037053712646
1497,1,direction,1,7.297709104863324e-05
1497,1,discover,1,7.694091311532798e-05
1497,1,discovered,1,5.4953554186938785e-05
1497,1,discretion,1,0.00020142854584409122
1497,1,discussed,1,0.00014647499165715245
1497,1,discussion,2,0.00012366655364278315
1497,1,disease,1,6.183327682139158e-05
1497,1,disgrace,1,0.00010404351778917184
1497,1,disgracethey,1,0.00047065037053712646
1497,1,dish,1,0.00047065037053712646
1497,1,dishonourable,1,0.00010924088689685605
1497,1,displease,1,0.00038960652581713297
1497,1,disposed,1,5.16597715062235e-05
1497,1,disposition,2,0.00032417537887997406
1497,1,dissent,1,0.00028247239056408474
1497,1,dissolved,1,0.00022751883637714597
1497,1,distance,1,0.00010404351778917184
1497,1,distinguish,1,7.694091311532798e-05
1497,1,distinguished,1,7.694091311532798e-05
1497,1,distraction,1,0.0003085626810971395
1497,1,divisions,1,0.00011468007936452254
1497,1,do,81,0.0007018503539377147
1497,1,doctrine,1,0.00010924088689685605
1497,1,doers,1,0.00022751883637714597
1497,1,does,12,2.5281019725693512e-05
1497,1,doesrefuse,1,0.00047065037053712646
1497,1,dogs,3,0.0004181600001962715
1497,1,doing,6,0.00018531007408485595
1497,1,done,7,0.00012616475803186125
1497,1,dont,2,0.0005223101420433501
1497,1,doubled,1,0.00028247239056408474
1497,1,doubt,2,5.6394084353725064e-05
1497,1,doubtless,1,0.00017075250862440326
1497,1,down,4,0.00012354004938990398
1497,1,draughts,1,0.0002137474609462105
1497,1,draw,1,6.183327682139158e-05
1497,1,drawing,1,0.0001393866667320905
1497,1,dresser,1,0.00047065037053712646
1497,1,drink,2,0.00016208768943998703
1497,1,drinks,1,0.00014647499165715245
1497,1,drought,1,0.00047065037053712646
1497,1,drugs,1,0.00026115507102167503
1497,1,due,4,0.00029190836419453294
1497,1,dumb,1,0.00026115507102167503
1497,1,during,1,6.914325404576779e-05
1497,1,duty,1,7.297709104863324e-05
1497,1,each,9,0.0001622118317552502
1497,1,eager,1,0.00012038470112409772
1497,1,eagerly,1,0.00026115507102167503
1497,1,ear,3,0.00043942497497145735
1497,1,earnest,2,0.00018858882118208598
1497,1,ears,2,0.00013086229387431787
1497,1,easily,2,6.177002469495199e-05
1497,1,easy,1,5.834282201209698e-05
1497,1,eat,2,0.00032417537887997406
1497,1,eating,1,0.00013270361622621702
1497,1,edification,1,0.00038960652581713297
1497,1,either,8,5.150139719225539e-05
1497,1,else,8,0.00020455584778535012
1497,1,enabled,1,0.00022751883637714597
1497,1,end,15,0.00023419046674251864
1497,1,ends,4,0.0005858999666286098
1497,1,enemies,12,0.0006594426502432655
1497,1,enemiesthat,1,0.00038960652581713297
1497,1,enemiesto,1,0.00047065037053712646
1497,1,enemy,9,0.0005250853981088728
1497,1,engaged,1,0.0001263819927558164
1497,1,enjoins,2,0.0006843978314833369
1497,1,enjoy,1,0.00026115507102167503
1497,1,enjoyment,1,0.0002137474609462105
1497,1,enough,2,5.113896194633753e-05
1497,1,enquire,3,0.00019629344081147678
1497,1,enquiry,3,0.00014536872269113891
1497,1,enslave,1,0.00024313153415998054
1497,1,enslaved,1,0.00026115507102167503
1497,1,ensured,1,0.00047065037053712646
1497,1,enter,1,8.529600615075253e-05
1497,1,enterprises,1,0.00034219891574166847
1497,1,entertained,1,0.00019028473161684958
1497,1,entertainment,1,0.00022751883637714597
1497,1,entirely,2,0.000103319543012447
1497,1,epicure,1,0.00038960652581713297
1497,1,equally,4,9.19986922767133e-05
1497,1,err,5,0.0008537625431220164
1497,1,error,4,0.00029190836419453294
1497,1,errs,2,0.0005223101420433501
1497,1,escape,1,4.533814803582288e-05
1497,1,escaped,2,0.00030804187153725355
1497,1,escaping,1,0.00020142854584409122
1497,1,euthydemus,1,0.0003085626810971395
1497,1,even,9,7.798337265974608e-05
1497,1,evening,1,0.0002137474609462105
1497,1,ever,3,1.2756484292277043e-05
1497,1,every,8,5.150139719225539e-05
1497,1,everything,1,4.845624089704631e-05
1497,1,everywhere,1,0.00012038470112409772
1497,1,evident,1,0.00010404351778917184
1497,1,evil,19,0.00020776902679601783
1497,1,evils,2,0.00012366655364278315
1497,1,exact,2,0.00016208768943998703
1497,1,exacted,1,0.00034219891574166847
1497,1,exactly,1,3.9340856404104194e-05
1497,1,exactness,1,0.00022751883637714597
1497,1,examination,1,0.00019028473161684958
1497,1,examine,1,8.529600615075253e-05
1497,1,example,4,8.194053663342788e-05
1497,1,exceed,2,0.000360222452603363
1497,1,excellence,11,0.0011444786956808903
1497,1,excellent,5,0.00016818117322264518
1497,1,except,2,9.691248179409261e-05
1497,1,exceptions,1,0.00047065037053712646
1497,1,execute,1,0.00019028473161684958
1497,1,executeis,1,0.00047065037053712646
1497,1,execution,1,0.00017075250862440326
1497,1,exercise,1,0.00010924088689685605
1497,1,exercised,1,0.0001801112263016815
1497,1,exercises,1,0.00012038470112409772
1497,1,exist,1,4.845624089704631e-05
1497,1,existing,2,0.00020808703557834369
1497,1,expect,2,0.00017941732780881947
1497,1,expected,1,7.694091311532798e-05
1497,1,expense,1,0.00024313153415998054
1497,1,experience,1,4.2301053828945276e-05
1497,1,explain,1,4.533814803582288e-05
1497,1,extreme,1,9.906738158168799e-05
1497,1,eye,5,0.0003091663841069579
1497,1,eyes,1,3.3636234644529035e-05
1497,1,eyesto,1,0.00047065037053712646
1497,1,fact,2,6.727246928905807e-05
1497,1,fade,1,0.00038960652581713297
1497,1,fail,2,0.00012366655364278315
1497,1,failed,1,0.00013270361622621702
1497,1,fails,1,0.0001393866667320905
1497,1,faint,1,0.00013270361622621702
1497,1,fairly,1,5.4953554186938785e-05
1497,1,fallen,1,8.970866390440974e-05
1497,1,falsely,1,0.00016208768943998703
1497,1,family,1,6.543114693715894e-05
1497,1,famous,2,0.00020808703557834369
1497,1,fancy,1,5.834282201209698e-05
1497,1,far,12,7.72520957883831e-05
1497,1,fatal,1,0.00017075250862440326
1497,1,father,3,0.0001009087039335871
1497,1,fattens,1,0.00038960652581713297
1497,1,fault,3,0.0004181600001962715
1497,1,faultless,1,0.00034219891574166847
1497,1,faults,1,0.0003085626810971395
1497,1,faulty,1,0.00047065037053712646
1497,1,favourite,1,0.00019028473161684958
1497,1,fear,4,0.00010227792389267506
1497,1,fearing,1,0.00015402093576862678
1497,1,fears,1,0.00011468007936452254
1497,1,feast,1,0.00015402093576862678
1497,1,feather,1,0.00038960652581713297
1497,1,feel,2,0.00010990710837387757
1497,1,feeling,1,6.543114693715894e-05
1497,1,fees,1,0.00047065037053712646
1497,1,felt,1,0.00013270361622621702
1497,1,festival,3,0.00043942497497145735
1497,1,few,1,3.0885012347475994e-05
1497,1,fight,1,8.104384471999351e-05
1497,1,fighting,2,0.00024076940224819544
1497,1,fill,1,0.0001393866667320905
1497,1,filled,1,9.906738158168799e-05
1497,1,finally,1,0.00020142854584409122
1497,1,find,3,1.9313023947095774e-05
1497,1,finding,1,9.906738158168799e-05
1497,1,finds,2,0.00018858882118208598
1497,1,finished,1,0.00014647499165715245
1497,1,first,14,2.9494523013309097e-05
1497,1,fixed,1,6.183327682139158e-05
1497,1,fled,1,0.00028247239056408474
1497,1,flock,2,0.00045503767275429193
1497,1,fluently,1,0.00047065037053712646
1497,1,follows,1,3.0885012347475994e-05
1497,1,folly,2,0.00017059201230150507
1497,1,food,1,4.845624089704631e-05
1497,1,foolish,4,0.00026172458774863575
1497,1,for,111,0.0
1497,1,forbade,1,0.00038960652581713297
1497,1,forbid,2,0.00024076940224819544
1497,1,force,3,0.00018549983046417472
1497,1,forebodings,1,0.00038960652581713297
1497,1,foreseehave,1,0.00047065037053712646
1497,1,form,1,2.5569480973168765e-05
1497,1,forms,2,0.00010990710837387757
1497,1,fortune,1,7.694091311532798e-05
1497,1,fortunes,2,0.0005649447811281695
1497,1,forwardness,1,0.00038960652581713297
1497,1,found,3,3.975169761314845e-05
1497,1,four,2,9.067629607164575e-05
1497,1,fraud,2,0.0006843978314833369
1497,1,free,1,5.16597715062235e-05
1497,1,freed,1,0.0003085626810971395
1497,1,freedom,2,0.00026540723245243404
1497,1,freemen,1,0.00015402093576862678
1497,1,friend,16,0.0002498031645253532
1497,1,friends,15,0.0003835422145975315
1497,1,friendship,1,8.970866390440974e-05
1497,1,from,26,0.0
1497,1,fulfil,6,0.001080667357810089
1497,1,fulfilling,1,0.00026115507102167503
1497,1,function,2,0.0006843978314833369
1497,1,functions,1,0.00022751883637714597
1497,1,furious,1,0.00047065037053712646
1497,1,further,11,0.00012028733130295769
1497,1,fury,1,0.00028247239056408474
1497,1,future,1,4.533814803582288e-05
1497,1,gain,6,0.00041485952427460675
1497,1,gained,1,9.429441059104299e-05
1497,1,gainful,2,0.0006843978314833369
1497,1,gains,1,0.00015402093576862678
1497,1,game,1,0.00014647499165715245
1497,1,gang,1,0.00047065037053712646
1497,1,garland,1,0.00034219891574166847
1497,1,gathering,2,0.0004862630683199611
1497,1,gave,2,6.727246928905807e-05
1497,1,general,3,5.40706105850834e-05
1497,1,generally,2,7.868171280820839e-05
1497,1,gentle,1,8.529600615075253e-05
1497,1,get,5,0.00012784740486584384
1497,1,getting,1,8.970866390440974e-05
1497,1,give,4,2.5750698596127695e-05
1497,1,given,5,5.467605968316259e-05
1497,1,gives,6,0.0002018174078671742
1497,1,giving,3,7.67084429195063e-05
1497,1,gladly,1,0.00017075250862440326
1497,1,glaucon,8,0.0012321674861490142
1497,1,glaucons,1,0.00038960652581713297
1497,1,go,12,0.00010397783021299477
1497,1,goddess,2,0.0002527639855116328
1497,1,gods,3,1.9313023947095774e-05
1497,1,goes,2,0.000103319543012447
1497,1,going,6,9.367618669700745e-05
1497,1,gold,4,0.0002473331072855663
1497,1,gone,3,0.00021893127314589973
1497,1,good,78,0.0005021386226244901
1497,1,goodness,1,0.00011468007936452254
1497,1,goods,1,6.914325404576779e-05
1497,1,got,2,0.00012366655364278315
1497,1,govern,2,0.0003415050172488065
1497,1,governing,1,0.00026115507102167503
1497,1,government,5,0.0004052192235999676
1497,1,governments,1,0.00020142854584409122
1497,1,grammar,1,0.00024313153415998054
1497,1,grammarian,3,0.000783465213065025
1497,1,grandfather,3,0.0006042856375322736
1497,1,granted,1,9.906738158168799e-05
1497,1,granting,1,0.00024313153415998054
1497,1,grasp,1,0.00020142854584409122
1497,1,great,8,5.150139719225539e-05
1497,1,greater,1,1.3250565871049481e-05
