book_id,chap_id,term_str,n,tfidf
1497,1,a,213,0.0
1497,1,abiding,1,0.00019028473161684958
1497,1,able,13,0.00017225735632364327
1497,1,abler,1,0.00038960652581713297
1497,1,abode,1,0.00026115507102167503
1497,1,abominable,1,0.00028247239056408474
1497,1,about,21,8.92953900459393e-05
1497,1,above,1,2.8197042176862532e-05
1497,1,absolutely,1,8.970866390440974e-05
1497,1,abstained,1,0.00028247239056408474
1497,1,abusing,1,0.00024313153415998054
1497,1,accept,1,6.914325404576779e-05
1497,1,accomplished,4,0.00027657301618307117
1497,1,according,3,4.6838093348503726e-05
1497,1,accordingly,1,0.00010404351778917184
1497,1,account,1,3.645375779556856e-05
1497,1,accuracy,2,0.000617125362194279
1497,1,accurate,1,0.00026115507102167503
1497,1,accuse,1,0.0001801112263016815
1497,1,achieved,1,0.00038960652581713297
1497,1,acknowledge,1,4.533814803582288e-05
1497,1,acknowledged,2,0.00016208768943998703
1497,1,acknowledges,1,0.00022751883637714597
1497,1,acquaintance,2,0.000278773333464181
1497,1,acquiesced,1,0.00038960652581713297
1497,1,acquired,4,0.00039626952632675197
1497,1,acquisition,3,0.0003611541033722931
1497,1,act,3,0.00012690316148683583
1497,1,acting,1,9.906738158168799e-05
1497,1,action,7,0.0004083997540846788
1497,1,actions,1,2.048513415835697e-05
1497,1,acts,1,9.906738158168799e-05
1497,1,add,1,6.183327682139158e-05
1497,1,added,3,0.00023082273934598398
1497,1,addition,2,0.00018858882118208598
1497,1,additional,1,0.00026115507102167503
1497,1,adeimantus,2,0.00040285709168818245
1497,1,adjusts,1,0.00047065037053712646
1497,1,admirable,1,0.0002137474609462105
1497,1,admiration,1,0.00020142854584409122
1497,1,admissions,2,0.00030804187153725355
1497,1,admit,3,7.67084429195063e-05
1497,1,admitted,10,0.0005495355418693879
1497,1,admitting,1,0.00016208768943998703
1497,1,adopt,1,0.00016208768943998703
1497,1,adopted,1,0.00017075250862440326
1497,1,advantage,10,0.0005495355418693879
1497,1,advantageous,2,0.00045503767275429193
1497,1,advantages,5,0.0006969333336604525
1497,1,advocate,1,0.0003085626810971395
1497,1,affairs,1,0.00010404351778917184
1497,1,affected,1,0.0001263819927558164
1497,1,affection,1,0.0001393866667320905
1497,1,affirm,1,4.533814803582288e-05
1497,1,affirmed,2,0.00022936015872904508
1497,1,affirms,1,0.00015402093576862678
1497,1,after,6,9.367618669700745e-05
1497,1,again,3,1.9313023947095774e-05
1497,1,against,3,3.280563580989755e-05
1497,1,age,15,0.0005468063669335284
1497,1,aged,3,0.0004862630683199611
1497,1,ageis,1,0.00047065037053712646
1497,1,ago,1,6.914325404576779e-05
1497,1,agree,3,7.67084429195063e-05
1497,1,agreeably,1,0.00034219891574166847
1497,1,agreed,3,0.00015497931451867052
1497,1,agreeing,1,0.00026115507102167503
1497,1,aim,1,7.694091311532798e-05
1497,1,alarms,1,0.00047065037053712646
1497,1,alike,1,5.834282201209698e-05
1497,1,all,32,0.0
1497,1,alliances,1,0.00047065037053712646
1497,1,allow,1,2.2999673069178325e-05
1497,1,allowed,4,0.00013454493857811614
1497,1,almost,1,5.4953554186938785e-05
1497,1,alone,1,3.3636234644529035e-05
1497,1,already,6,7.95033952262969e-05
1497,1,also,19,0.0
1497,1,alternative,1,0.0001393866667320905
1497,1,although,1,8.664819184416231e-06
1497,1,always,8,6.931855347532985e-05
1497,1,am,22,0.00029151244916308857
1497,1,amazement,1,0.00024313153415998054
1497,1,ambition,1,0.0001393866667320905
1497,1,ambitious,1,0.00024313153415998054
1497,1,amid,1,0.0001801112263016815
1497,1,among,3,3.280563580989755e-05
1497,1,amount,1,0.00010924088689685605
1497,1,amply,1,0.00047065037053712646
1497,1,amusing,2,0.0005223101420433501
1497,1,an,40,0.0
1497,1,analogy,1,0.00022751883637714597
1497,1,and,500,0.0
1497,1,angry,1,9.429441059104299e-05
1497,1,another,29,6.109579767042599e-05
1497,1,anotherhaving,1,0.00047065037053712646
1497,1,anothers,1,0.00013270361622621702
1497,1,answer,25,0.0003903174445708644
1497,1,answered,3,0.00021893127314589973
1497,1,answering,4,0.00035883465561763894
1497,1,answers,4,0.00045872031745809017
1497,1,anxiety,1,0.00024313153415998054
1497,1,anxious,1,0.00019028473161684958
1497,1,any,45,0.0
1497,1,anything,5,6.625282935524742e-05
1497,1,apparent,1,0.00024313153415998054
1497,1,appear,4,5.3002263484197925e-05
1497,1,appeared,1,5.4953554186938785e-05
1497,1,appears,4,6.24507911313383e-05
1497,1,apply,1,6.914325404576779e-05
1497,1,appointed,1,7.694091311532798e-05
1497,1,apprehension,1,0.00017075250862440326
1497,1,approve,2,0.00018858882118208598
1497,1,are,122,0.0
1497,1,argue,3,0.00021893127314589973
1497,1,argument,15,0.000270353052925417
1497,1,aristocracies,1,0.00038960652581713297
1497,1,aristocratical,1,0.00038960652581713297
1497,1,ariston,1,0.00028247239056408474
1497,1,aristonymus,1,0.00047065037053712646
1497,1,arithmetic,1,0.00015402093576862678
1497,1,arithmetician,2,0.0004862630683199611
1497,1,arms,3,0.00023082273934598398
1497,1,army,2,0.00020808703557834369
1497,1,arose,1,0.00016208768943998703
1497,1,arouse,1,0.0003085626810971395
1497,1,arranged,1,0.00013270361622621702
1497,1,arrived,2,0.00010990710837387757
1497,1,art,44,0.0011250571628194255
1497,1,artemis,1,0.00028247239056408474
1497,1,artist,4,0.0004369635475874242
1497,1,artists,3,0.0004620628073058803
1497,1,arts,9,0.00040804333232240595
1497,1,as,86,0.0
1497,1,ask,20,0.00026501131742098967
1497,1,asked,9,0.0003280838201601171
1497,1,asking,1,8.529600615075253e-05
1497,1,asks,3,0.00043942497497145735
1497,1,assent,3,0.000282883231773129
1497,1,assented,1,0.00020142854584409122
1497,1,assigned,1,9.906738158168799e-05
1497,1,assume,1,5.4953554186938785e-05
1497,1,assumed,1,0.0001393866667320905
1497,1,assure,1,0.00019028473161684958
1497,1,assured,1,0.0001393866667320905
1497,1,assuredly,2,0.00013086229387431787
1497,1,astray,1,0.00028247239056408474
1497,1,at,50,0.00010533758219038965
1497,1,athenian,1,7.297709104863324e-05
1497,1,attempt,6,0.00025380632297367165
1497,1,attempting,1,0.00019028473161684958
1497,1,attend,1,8.970866390440974e-05
1497,1,attends,1,0.00028247239056408474
1497,1,attraction,1,0.00020142854584409122
1497,1,attribute,1,0.00011468007936452254
1497,1,attributed,3,0.00032772266069056814
1497,1,attributes,1,0.00022751883637714597
1497,1,authority,3,0.00014536872269113891
1497,1,authors,1,0.00015402093576862678
1497,1,autolycus,1,0.00047065037053712646
1497,1,avarice,1,0.00024313153415998054
1497,1,avoid,3,0.00024313153415998054
1497,1,away,9,5.793907184128732e-05
1497,1,back,1,2.8197042176862532e-05
1497,1,bad,8,0.00016388107326685577
1497,1,band,1,0.00024313153415998054
1497,1,banquetter,1,0.00047065037053712646
1497,1,bath,1,0.00026115507102167503
1497,1,battle,1,7.297709104863324e-05
1497,1,be,153,0.0
1497,1,bear,1,8.104384471999351e-05
1497,1,beast,1,0.00015402093576862678
1497,1,beautiful,1,5.16597715062235e-05
1497,1,because,21,8.92953900459393e-05
1497,1,become,2,1.7329638368832462e-05
1497,1,becomes,1,5.4953554186938785e-05
1497,1,beef,2,0.0009413007410742529
1497,1,been,26,5.477554273900261e-05
1497,1,before,8,6.931855347532985e-05
1497,1,began,1,6.183327682139158e-05
1497,1,begin,3,6.899901920753497e-05
1497,1,beginning,1,3.3636234644529035e-05
1497,1,begins,1,0.00012038470112409772
1497,1,behind,1,9.429441059104299e-05
1497,1,behold,1,0.00011468007936452254
1497,1,being,8,1.6854013150462342e-05
1497,1,believe,7,9.275396109734637e-05
1497,1,believed,1,0.00017075250862440326
1497,1,below,3,0.00020742976213730338
1497,1,bendidea,1,0.00047065037053712646
1497,1,bendis,1,0.00047065037053712646
1497,1,benefit,7,0.000432832937749741
1497,1,benefited,1,0.00017075250862440326
1497,1,benefiting,1,0.00047065037053712646
1497,1,besides,2,0.00013828650809153558
1497,1,best,9,0.00011925509283944534
1497,1,better,17,0.0002654158623081878
1497,1,between,2,3.122539556566915e-05
1497,1,beyond,7,0.000432832937749741
1497,1,bias,1,0.00038960652581713297
1497,1,bid,1,0.0001393866667320905
1497,1,birds,1,0.00015402093576862678
1497,1,bitter,1,0.00017075250862440326
1497,1,blame,1,7.297709104863324e-05
1497,1,blessed,3,0.0002691259917132292
1497,1,blessing,2,0.00038056946323369916
1497,1,blind,1,0.00016208768943998703
1497,1,blow,2,0.00040285709168818245
1497,1,blushing,1,0.00034219891574166847
1497,1,bodies,1,4.845624089704631e-05
1497,1,bodily,2,0.00012366655364278315
1497,1,body,9,0.00018436620742521274
1497,1,both,6,1.2640509862846756e-05
1497,1,boxing,1,0.00028247239056408474
1497,1,branch,1,0.0001801112263016815
1497,1,breaker,1,0.00038960652581713297
1497,1,breaks,1,0.00026115507102167503
1497,1,bricks,1,0.00038960652581713297
1497,1,brother,1,0.00010924088689685605
1497,1,brothers,1,0.0001263819927558164
1497,1,brought,1,3.3636234644529035e-05
1497,1,builder,2,0.00040285709168818245
1497,1,builds,1,0.00034219891574166847
1497,1,burden,2,0.0004862630683199611
1497,1,burglars,1,0.00034219891574166847
1497,1,business,2,7.868171280820839e-05
1497,1,but,130,0.0
1497,1,buy,1,0.00020142854584409122
1497,1,by,60,0.0
1497,1,call,8,0.00014418829489355574
1497,1,called,2,2.1870423873265035e-05
1497,1,calm,2,0.00038056946323369916
1497,1,came,1,2.8197042176862532e-05
1497,1,camp,1,0.00026115507102167503
1497,1,can,36,0.0
1497,1,cannot,13,5.527809859986719e-05
1497,1,captain,2,0.00045503767275429193
1497,1,care,5,0.00010242567079178487
1497,1,cares,1,0.00019028473161684958
1497,1,carried,1,4.2301053828945276e-05
1497,1,carry,1,5.834282201209698e-05
1497,1,case,10,0.00010935211936632518
1497,1,cases,2,6.177002469495199e-05
1497,1,catch,1,0.0002137474609462105
1497,1,cause,3,9.265503704242798e-05
1497,1,cease,1,0.00010924088689685605
1497,1,celebrate,1,0.00028247239056408474
1497,1,celebrated,1,0.00017075250862440326
1497,1,censure,1,0.0001263819927558164
1497,1,cephalus,7,0.0023953924101916793
1497,1,certain,3,3.975169761314845e-05
1497,1,certainly,35,0.0005464444223992102
1497,1,chair,1,0.00038960652581713297
1497,1,chairs,1,0.00038960652581713297
1497,1,chalcedonian,1,0.00038960652581713297
1497,1,chance,1,6.543114693715894e-05
1497,1,chanced,1,0.00028247239056408474
1497,1,change,2,0.00012366655364278315
1497,1,character,1,3.3636234644529035e-05
1497,1,characteristic,2,0.000360222452603363
1497,1,characters,1,0.00015402093576862678
1497,1,charm,1,0.00015402093576862678
1497,1,charmantides,1,0.00047065037053712646
1497,1,charming,1,0.0001263819927558164
1497,1,charmingly,1,0.00047065037053712646
1497,1,cheat,2,0.000617125362194279
1497,1,cherishes,1,0.00034219891574166847
1497,1,child,1,5.16597715062235e-05
1497,1,children,1,2.2999673069178325e-05
1497,1,chisel,1,0.00047065037053712646
1497,1,choice,1,0.0001393866667320905
1497,1,choose,1,5.834282201209698e-05
1497,1,circumstance,1,0.00022751883637714597
1497,1,citizens,2,0.00012366655364278315
1497,1,city,5,0.00012784740486584384
1497,1,civilities,1,0.00038960652581713297
1497,1,civility,1,0.00038960652581713297
1497,1,claim,4,0.00039626952632675197
1497,1,claimed,1,0.00028247239056408474
1497,1,claims,1,0.00026115507102167503
1497,1,class,2,6.727246928905807e-05
1497,1,clear,2,8.460210765789055e-05
1497,1,clearer,3,0.00039811084867865103
1497,1,clearly,8,0.0001249015822626766
1497,1,clearness,1,0.0001801112263016815
1497,1,cleitophon,4,0.0018826014821485058
1497,1,cloak,1,0.00026115507102167503
1497,1,cold,1,9.906738158168799e-05
1497,1,combine,1,0.00026115507102167503
1497,1,come,3,1.9313023947095774e-05
1497,1,comforter,1,0.00047065037053712646
1497,1,coming,1,5.4953554186938785e-05
1497,1,command,5,0.0004264800307537627
1497,1,commanded,2,0.00030804187153725355
1497,1,commands,3,0.0003611541033722931
1497,1,commit,2,0.0002929499833143049
1497,1,committing,1,0.00026115507102167503
1497,1,common,6,0.00013799803841506994
1497,1,commonly,2,0.00019813476316337598
1497,1,companion,2,0.0002184817737937121
1497,1,company,9,0.0004945819876824491
1497,1,comparative,1,0.00022751883637714597
1497,1,compared,1,5.834282201209698e-05
1497,1,comparison,1,6.914325404576779e-05
1497,1,compelled,1,5.834282201209698e-05
1497,1,complain,1,0.0002137474609462105
1497,1,complainers,1,0.00047065037053712646
1497,1,complaints,1,0.00028247239056408474
1497,1,completely,1,0.00020142854584409122
1497,1,composed,1,8.970866390440974e-05
1497,1,comprehending,1,0.00028247239056408474
1497,1,conceive,1,5.834282201209698e-05
1497,1,conceived,1,9.906738158168799e-05
1497,1,concern,1,0.00016208768943998703
1497,1,concerned,1,7.297709104863324e-05
1497,1,concerning,1,6.914325404576779e-05
1497,1,conclusion,2,0.00015388182623065597
1497,1,condition,1,3.3636234644529035e-05
1497,1,conducive,1,0.00024313153415998054
1497,1,confer,2,0.000427494921892421
1497,1,conferring,1,0.00038960652581713297
1497,1,confers,1,0.00034219891574166847
1497,1,confined,1,0.00013270361622621702
1497,1,confuse,1,0.00020142854584409122
1497,1,confused,1,0.00016208768943998703
1497,1,conscious,1,0.00013270361622621702
1497,1,consented,1,0.0003085626810971395
1497,1,consequencemany,1,0.00047065037053712646
1497,1,consider,13,0.00017225735632364327
1497,1,considered,2,0.00010990710837387757
1497,1,considers,4,0.000854989843784842
1497,1,consistent,1,0.00010404351778917184
1497,1,consists,1,0.00015402093576862678
1497,1,consummation,1,0.0003085626810971395
1497,1,contention,1,0.00019028473161684958
1497,1,contest,1,0.0001393866667320905
1497,1,continued,1,0.00017075250862440326
1497,1,contracts,3,0.0005708541948505487
1497,1,contrary,2,0.00011668564402419396
1497,1,contributes,1,0.00024313153415998054
1497,1,contribution,1,0.00034219891574166847
1497,1,conversation,1,0.00012038470112409772
1497,1,conversely,1,0.00019028473161684958
1497,1,conversing,1,0.00016208768943998703
1497,1,convince,4,0.0006483507577599481
1497,1,convinced,5,0.000631909963779082
1497,1,convincing,1,0.00028247239056408474
1497,1,cookery,1,0.00034219891574166847
1497,1,corn,1,0.00028247239056408474
1497,1,correct,4,0.00034118402460301013
1497,1,corrected,1,0.00024313153415998054
1497,1,could,9,5.793907184128732e-05
1497,1,counsellor,1,0.0003085626810971395
1497,1,country,1,5.16597715062235e-05
1497,1,course,10,0.00018023536861694466
1497,1,court,1,8.104384471999351e-05
1497,1,create,1,0.00011468007936452254
1497,1,creates,1,0.00017075250862440326
1497,1,creation,1,0.00012038470112409772
1497,1,creature,1,0.00011468007936452254
1497,1,criminal,1,0.00028247239056408474
1497,1,crowd,1,0.00019028473161684958
1497,1,cured,1,0.0001801112263016815
1497,1,cushioned,1,0.00047065037053712646
1497,1,cut,1,0.00011468007936452254
1497,1,cutpurses,1,0.00047065037053712646
1497,1,dagger,1,0.00038960652581713297
1497,1,damaging,1,0.00034219891574166847
1497,1,danger,1,6.914325404576779e-05
1497,1,dare,2,0.00012366655364278315
1497,1,dark,1,0.0001263819927558164
1497,1,darkly,1,0.00026115507102167503
1497,1,day,2,3.6047073723388934e-05
1497,1,deal,1,6.183327682139158e-05
1497,1,dealings,1,0.00015402093576862678
1497,1,dear,4,0.00015736342561641678
1497,1,death,1,3.3636234644529035e-05
1497,1,debt,6,0.0013651130182628759
1497,1,debts,3,0.0008474171716922542
1497,1,debtsno,1,0.00047065037053712646
1497,1,debtthat,1,0.00047065037053712646
1497,1,deceive,1,0.0001393866667320905
1497,1,deception,1,0.00024313153415998054
1497,1,decide,1,0.00010924088689685605
1497,1,declare,1,8.104384471999351e-05
1497,1,deeds,1,0.00011468007936452254
1497,1,deem,1,7.297709104863324e-05
1497,1,deemed,1,6.914325404576779e-05
1497,1,defect,4,0.0005308144649048681
1497,1,defects,1,0.0002137474609462105
1497,1,defend,1,0.00012038470112409772
1497,1,deficient,2,0.00038056946323369916
1497,1,defining,2,0.0004862630683199611
1497,1,definition,4,0.000557546666928362
1497,1,deformity,1,0.00022751883637714597
1497,1,defraud,1,0.00034219891574166847
1497,1,deliberate,1,0.0003085626810971395
1497,1,delighted,2,0.000278773333464181
1497,1,deliver,1,0.0001393866667320905
1497,1,deluged,1,0.00047065037053712646
1497,1,demanding,1,0.00034219891574166847
1497,1,democracies,1,0.00034219891574166847
1497,1,democratical,1,0.0003085626810971395
1497,1,denied,2,0.00030804187153725355
1497,1,deny,3,0.00018549983046417472
1497,1,departs,1,0.00026115507102167503
1497,1,deposit,4,0.0009725261366399222
1497,1,deposited,1,0.0003085626810971395
1497,1,deprived,2,0.00017941732780881947
1497,1,derived,1,8.970866390440974e-05
1497,1,deserve,2,0.0002929499833143049
1497,1,design,1,0.00017075250862440326
1497,1,desire,5,0.00015442506173737996
1497,1,desires,2,9.067629607164575e-05
1497,1,detected,1,0.00019028473161684958
1497,1,deteriorated,4,0.0013687956629666739
1497,1,determine,2,0.00010990710837387757
1497,1,devour,1,0.00034219891574166847
1497,1,did,13,0.00017225735632364327
1497,1,differ,2,0.00014595418209726647
1497,1,difference,1,3.0885012347475994e-05
1497,1,different,3,2.5994457553248693e-05
1497,1,difficult,1,5.16597715062235e-05
1497,1,difficulty,1,1.3250565871049481e-05
